"","Week","disability","fussy","fear"
"1",0,0,0.678554669169404,0.981006647673314
"2",0,1,1.03790087463557,1.20414201183432
"3",1,0,1.04360902255639,0.483920367534456
"4",1,1,1.13274336283186,0.990654205607477
"5",2,0,0.970588235294118,0.489182692307692
"6",2,1,1.26865671641791,1.03759398496241
"7",3,0,0.997412677878396,0.487678339818418
"8",3,1,1.18691588785047,0.906542056074766
"9",4,0,0.960219478737997,0.469050894085282
"10",4,1,1.2,0.918181818181818
