"","s27_7","s30_24","s34_24","s27_13","s27_23","s30_9","s34_9","s30_3","s30_7","s27_6","s34_7","s30_22","s27_24","s30_27","s34_3","s27_3","s34_25","s27_18","s30_18","s34_22","s27_8","s30_17","s34_20","s30_30","s30_20","s27_20","s34_30","s30_6","s34_6","s27_12","s30_12","s34_28","s27_2","s30_2","s34_2","s34_12","s27_1","s34_21","s34_19","s27_17","s34_13","s30_13","s27_9","s34_17","s30_11","s27_11","s34_11","s34_31","s27_21","s30_21","s30_14","s34_32","s30_4","s34_15","s30_1","s27_19","s30_28","s34_1","s34_27","s27_15","s30_15","s30_8","s34_8","s27_27","s34_34","s27_26","s30_23","s30_29","s34_23","s34_16","s30_26","s34_26","document","s30_10","s34_18","s34_10","s30_16","s27_25","s34_29","s27_10","s34_5","s27_5","s30_5","s27_4","s34_4","s30_25","s27_22","s27_14","s34_14","s30_19","s27_16","s34_33"
"s34_7",0.289965174039114,0.00730686228978023,0.0445627020501907,-0.0815758647975345,-0.145341058080769,-0.113154074100365,-0.0339253611999561,0.814470556367648,0.794253625941646,0.853395405899552,1,0.17591503224,0.0251688973109388,0.0506269669839856,0.0200531842940402,0.115501629406855,0.131536539239821,0.0316545886392739,-0.00972470794788726,0.0625992487262884,-0.0416910368794146,-0.0639071311422349,-0.0218195483261542,0.211697999736699,0.400588944927511,0.112762096831574,0.232568406333789,0.000649016733856957,0.0964855010758943,0.201006211331164,0.125145054984868,-0.0225739334535523,-0.131824222587713,-0.102947612462505,-0.141359660272235,-0.152372991345253,-0.10407525164933,-0.198567239949138,-0.131421435544371,-0.00922937813284398,-0.135843895443407,-0.139106401174271,-0.145374608171562,-0.101910219120018,-0.0416499650469207,-0.0877208004167482,-0.119757264289543,0.0178256152547906,-0.0712112784645356,-0.0505705606661132,-0.114604034071617,-0.179751383633006,-0.118755271167837,-0.149601213636469,-0.00649606369415868,0.103388335655735,-0.129424661122099,-0.163508030717755,0.0324980020827807,-0.160254933204822,-0.138196010342827,-0.00185575521235127,-0.0589440465253523,0.102025593721895,0.142275932506714,-0.245646002071531,-0.170752784308345,-0.12838241067035,-0.193296408685639,-0.180407876064403,-0.187201620139616,-0.254918770881405,-0.0448831435409707,-0.15884402658157,-0.110593113468618,-0.201610549689217,-0.210475073881566,-0.223969707157905,-0.204014343565408,-0.221825238528653,-0.201690731508057,-0.104710031894479,-0.181255006713917,-0.180000575302181,-0.213705951793619,-0.079845883632517,0.0917477933674769,-0.0597220898133274,0.0506039398521341,-0.0505683807907964,0.083769839451551,0.457415670585267
"s30_22",-0.0956495926507901,-0.164447253010908,-0.135604743888289,-0.0732983356574038,-0.174399911632889,-0.145757110770087,-0.12411356917236,0.253919300111138,0.160446644767559,0.155406792880251,0.17591503224,1,0.420794773017372,0.371075785076925,0.357949294900783,0.245129029607213,0.0839742127348804,0.107280183280254,0.0721571166941118,0.171505053105284,-0.109124181628202,-0.156737538918479,-0.15120130441729,0.0494824027181336,-0.0488948598258982,-0.132634780502932,-0.0537600855088312,-0.0537019053555976,0.0307321426859191,0.209176516396557,0.0602686990961299,0.0792607312162857,0.000368714432159808,-0.00595253927991601,0.00978670507945553,-0.0296874548356544,0.026225062820013,0.110264888918166,-0.110574619564784,-0.0611815468666201,-0.138679224251863,-0.098752845796786,-0.101305631506606,-0.114864583197323,0.0600633295391977,0.0245306458186934,0.00633728898633297,0.164562411148263,0.188601113854497,0.149164213849988,0.129762595799315,0.138090202945375,0.0568405910746526,0.0439451551532753,0.0143209028521467,0.0768323983953632,0.0200216845064728,-0.0233179965780261,0.029784959702242,-0.0765348951545608,-0.13768103939962,0.158103956960402,0.0715847866562836,0.199476384105319,0.0012077702283129,-0.140104294015735,-0.144661149359706,-0.150512738848285,-0.138414923269528,-0.178771673306588,-0.251899498761294,-0.220848223067947,-0.0397317811072485,-0.183302581365957,-0.0524581808270132,-0.135335846839165,-0.21789310063006,-0.208162625276229,-0.125106273137399,-0.211120408320672,-0.126920872059624,-0.206476426307665,-0.223875707073304,-0.0129770270156368,-0.0755919189750865,-0.0115261547599416,0.133021965253109,0.0749619049598676,0.0990778502966247,-0.0842819279039228,-0.0337922963290841,0.226049679660713
"s27_24",-0.164193576889295,-0.155742133106372,-0.145820801825846,0.0128790641594362,-0.198320222969169,-0.110981865767983,-0.106430426911746,0.0887130409101305,0.07588755784988,0.000450804911979946,0.0251688973109388,0.420794773017372,1,0.811260724025274,0.823945913367573,0.507396243411677,0.120457453577179,0.171805640952632,0.0989589465406157,0.197640120898829,-0.136689852962706,-0.159184207654594,-0.173941677675002,-0.0478209965401799,-0.0989501420554459,-0.191303581211639,-0.0944372846945267,-0.172002529968964,-0.0788116125438035,0.096645530221054,-0.0252732711366535,-0.0477026857571087,-0.119162726972946,-0.0339897078945865,-0.0727269661874549,-0.111669979066084,-0.104322134770416,0.168242551779545,-0.211696582897186,-0.230559809229168,-0.209666929536407,-0.182300194606797,-0.191445939624034,-0.210284568727618,0.076108565777789,-0.0178611421672023,0.00383248362087868,0.056640240442791,0.0987068086856209,0.0734240146571181,0.251956578480575,0.187693151797379,-0.0171208094981574,0.0701496595498648,-0.038343503264341,0.0242354473420421,0.000176239651867015,-0.0763991422219669,0.156634951980049,-0.06445396046475,-0.125720588081612,0.274798328515708,0.227097838629363,0.421525549532156,-0.057532299744554,-0.107785852210853,-0.181545608572907,-0.139665793263879,-0.136632720971102,-0.217093800531848,-0.271934593055221,-0.241005675292298,-0.118534540274899,-0.181006630337475,0.00239329377315241,-0.235556179174588,-0.228891748175802,-0.234530050212828,-0.179711404037979,-0.254174944730468,-0.173984323520851,-0.314688817674338,-0.271539097613746,-0.0622212696762402,-0.130761267480249,-0.0645094415402404,-0.0363400313781532,0.0340781185418463,0.017528056149857,-0.109270647682283,-0.0223493075947703,0.166470088789667
"s30_27",-0.125349731602943,-0.18401932864007,-0.158323066465809,-0.0556586233257017,-0.195428803884055,-0.156091336572556,-0.138344717258392,0.137824668167437,0.111977504944614,0.0262807664499082,0.0506269669839856,0.371075785076925,0.811260724025274,1,0.894106697805398,0.745096841761921,0.340226812378949,0.307072675537672,0.213143110136812,0.33108594228976,-0.0823735259147826,-0.17841977921568,-0.160686973472626,-0.0116097216659251,-0.0810461261653903,-0.143902636124379,-0.0757043325660366,-0.18648286629011,-0.120923508222153,0.228492516168274,0.0187267217077898,-0.0938060683239989,-0.129620667823294,-0.0648619506354384,-0.102628325539732,-0.139291612608228,-0.125270404963555,0.118630579547264,-0.237407162557643,-0.202055032168121,-0.259001293643615,-0.245669553189871,-0.197627628589651,-0.236509931161061,0.0588807865449721,-0.0606976593976444,-0.0594923526082065,0.0288342273381664,0.0547910524923244,0.0543399940127946,0.190477286589758,0.132899341834867,-0.0863763553286253,-0.059752861659429,-0.0632351790212354,0.00795292471948976,0.000986420473292829,-0.0725954647015139,0.0486515364044892,-0.123637793593582,-0.169427233715493,0.278147524805728,0.306825658471975,0.291986225768082,-0.0831019883490113,-0.138104862363302,-0.191615731600493,-0.170105830283079,-0.153147725541102,-0.286585705058895,-0.290052029532293,-0.243516098949017,-0.00132221554607773,-0.200456352696377,0.0159009727186186,-0.235849773689615,-0.224159422260907,-0.21970739938539,-0.174000593798275,-0.230781110483594,-0.173684698250112,-0.340711663135672,-0.32332015552627,-0.129558948853386,-0.190542083523444,-0.0747553035048928,-0.0443138627685343,-0.0410892942644246,-0.0467496464017342,-0.18624805401574,-0.104141805974958,0.089416753565651
"s34_3",-0.134105065858523,-0.177382498964771,-0.166738713964752,-0.0116090939559541,-0.17129359742556,-0.13014477654945,-0.121513079906794,0.0859356088497226,0.0709641517837176,-0.00438602361086252,0.0200531842940402,0.357949294900783,0.823945913367573,0.894106697805398,1,0.665419679878282,0.257828057133017,0.280920228551244,0.169175715506532,0.308279750827731,-0.0716679666485718,-0.16322966140045,-0.177461635159457,-0.0387753100742516,-0.0727472689117506,-0.140953874081805,-0.0979429694179412,-0.174445479332971,-0.135654822712485,0.19794505540056,0.000561722042970434,-0.0955278567217698,-0.130718758856763,-0.0536660164804093,-0.107812847454775,-0.153135540902184,-0.10967263305454,0.127783286023741,-0.271189315853157,-0.209590638293843,-0.269012344626389,-0.217563133651765,-0.204223733392082,-0.265988892648682,0.0677831790684695,-0.0569039745221585,-0.0565667501542922,0.0294864132425676,0.0552164614781017,0.0550516512827171,0.23497986136955,0.192104867365877,-0.0626580707111992,-0.049133707644689,-0.0500443532223988,0.00991192178845275,-0.00777365851067984,-0.0767977803250956,0.0430906407571744,-0.109638258331302,-0.161319187558879,0.26856060862477,0.274847744523362,0.303137987286026,-0.0780273043325733,-0.116399048041177,-0.182357831486479,-0.138679772099945,-0.136496107289508,-0.27466238056742,-0.259014862451376,-0.233527165480666,-0.0340678111196165,-0.166744091492337,0.0595843552056887,-0.261655246633556,-0.206276973993503,-0.208428275845896,-0.174987498780832,-0.225969569417731,-0.187108400932523,-0.333871832685624,-0.297408465940312,-0.122007454715185,-0.193817273880657,-0.0767267949074639,-0.0619284675885626,-0.0359246906756051,-0.0274042019839005,-0.150875502457799,-0.0586840370610489,0.119307530667798
"s27_3",0.0176117624526994,-0.0955021959154097,-0.045420774978918,-0.0382329834716433,-0.160819506925485,-0.114673686178256,-0.0817449108059268,0.15321759976785,0.193128355511788,0.0951397825966134,0.115501629406855,0.245129029607213,0.507396243411677,0.745096841761921,0.665419679878282,1,0.651692276851849,0.493986445075925,0.234602854441316,0.3474439824212,0.0990302962715172,0.0162606960998234,0.0326919902444737,0.125002037970326,0.0556955674814328,0.0315878390746865,0.0971929379920132,-0.151270124103028,-0.149072965223897,0.376990311278146,0.10966117602513,-0.124603289872024,-0.199193794646647,-0.107639325200279,-0.173974074996809,-0.150908210032206,-0.157287403043875,-0.0111382992938883,-0.161661237667734,-0.152826497866411,-0.236349185636966,-0.18358375229146,-0.212362988415965,-0.194109055773713,-0.0321263180017664,-0.0964321228408489,-0.0774925102483808,-0.0550387181688285,-0.078702159512924,-0.021062908723597,0.0685072910769938,0.00899580258372678,-0.134051915280465,-0.134291835566238,-0.0317785948740382,0.0584638244031468,-0.00872645672170653,-0.0937858528143953,-0.00628534719163546,-0.174347802607251,-0.14751741957781,0.241787687876336,0.330800310132525,0.273598812159145,-0.00615031296085749,-0.157512164172411,-0.163234141711186,-0.121875844576457,-0.118131413524658,-0.299273970971553,-0.251534320851389,-0.240498564280702,0.144858775013832,-0.175653175668642,0.101697470850478,-0.267288982049263,-0.242397048138845,-0.266240519461673,-0.229875860162981,-0.279340196551843,-0.244177451233465,-0.357740531994206,-0.288102919899006,-0.255219616510501,-0.260397194282791,-0.13237425786927,-0.112625873222433,-0.190543282140436,-0.177701790884726,-0.218962066846082,-0.135656013870941,0.0474209308515557
"s34_25",0.0659840332294664,-0.0403261701697252,0.0277450716990239,-0.0552975624847228,-0.0904005266147507,-0.0910370892071487,-0.0515936280472059,0.123556132406126,0.205966084624694,0.100427689865911,0.131536539239821,0.0839742127348804,0.120457453577179,0.340226812378949,0.257828057133017,0.651692276851849,1,0.369956029321604,0.184511941453137,0.27296440873221,0.218915734379769,0.128051743070992,0.179308337107463,0.163514389281035,0.201406115467619,0.118054284470519,0.20615896852567,-0.0727135891612034,-0.13100958826709,0.39889911858563,0.202881509448155,-0.144044578516093,-0.136447595601031,-0.0930173423789824,-0.165297720499369,-0.119061375271239,-0.11222527216594,-0.0970130159455332,-0.150816477738322,-0.0511268494663185,-0.177452389478267,-0.11333789663585,-0.135760652739709,-0.130189165379597,-0.0572950760741739,-0.0857334593786066,-0.169257418126307,-0.084060623150708,-0.101511622446377,-0.0552740925138737,-0.0643565895077002,-0.117799848009348,-0.136964701882459,-0.224475165053223,-0.0426755870353433,-0.000830752169696237,-0.0148842013611712,-0.0914800565375383,-0.102255396455885,-0.160462920819561,-0.111792611496336,0.146565339770217,0.295741838650352,0.0773958542419501,0.0489364922839685,-0.109411969447422,-0.100216778767814,-0.081546378453768,-0.085406041546041,-0.262762344381235,-0.133142928157983,-0.168887691511381,0.163580461478022,-0.0751529884631167,0.119827652678689,-0.206141669217992,-0.153140221975258,-0.161929731471615,-0.167508321259243,-0.169300567518764,-0.213850052266657,-0.222172434182636,-0.19184645229748,-0.215585282233393,-0.276125304742376,-0.0894465371524191,-0.0799846074164802,-0.178244374496969,-0.208629081813817,-0.192108472250533,-0.130461857516196,-0.0796563241715718
"s27_18",-0.00262874177115572,-0.0766562524007596,-0.0279573354397898,-0.065920642259185,-0.144162565153763,-0.12866754956677,-0.103310716858384,-0.00214597950355358,0.0891346641717658,0.020675315634158,0.0316545886392739,0.107280183280254,0.171805640952632,0.307072675537672,0.280920228551244,0.493986445075925,0.369956029321604,1,0.602720797733201,0.70221510492463,0.361663277553584,0.2582238685436,0.237391360099715,0.137079535937599,0.148483195541083,0.211711042885116,0.296074208327341,-0.0548741012857273,-0.0314545526157048,0.355111976524539,0.133725502374986,-0.0593691210594137,-0.130103600082518,-0.0605077941604239,-0.09603070122295,0.0446743177351773,0.0087242926425878,0.0433895210267266,-0.0352768920519452,0.0466727316530454,-0.121873520426212,0.0365083956281953,-0.0439850485414809,-0.017289327708544,-0.0216449464140666,0.019457318154166,-0.00743489725170001,-0.00926421120401388,0.00710286268187669,0.00825502896004426,-0.00399275456708023,-0.0369886243336364,-0.0970429048099833,-0.0855586577519721,0.0342219274809848,-0.000686542848435748,-0.0170659405064919,-0.0574289151165358,-0.115830624902234,-0.211484973393374,-0.185720164284767,0.25169269696131,0.374720043674875,0.0878405600357983,0.120451765187935,-0.08081991883327,-0.118023344007522,-0.0277425029828185,-0.027464574878972,-0.261165271818901,-0.204161596355503,-0.245241417405625,0.0865023042062844,-0.221832367999571,0.0395020764992018,-0.257470647078318,-0.269628056317768,-0.311564126045823,-0.271065002052399,-0.314008854338785,-0.286289529474604,-0.324548452740837,-0.231850039625956,-0.241401830757661,-0.258511621383218,-0.128026326451128,-0.0598101650163028,-0.238916362267985,-0.21710959884401,-0.188123681989614,-0.301822478408297,-0.153145170993126
"s30_18",-0.146216430548078,-0.191984626483083,-0.161106358798896,-0.191630936714687,-0.176595911006306,-0.210312701599521,-0.195645597005596,0.00869467168149882,0.0331488778533823,-0.0106965077968228,-0.00972470794788726,0.0721571166941118,0.0989589465406157,0.213143110136812,0.169175715506532,0.234602854441316,0.184511941453137,0.602720797733201,1,0.717499684706804,0.0603042260652085,-0.0361217817024021,-0.0544145275129302,0.0483985389610748,0.0385990008927572,0.00282929745229471,-0.000189495252611192,-0.00236025895276263,0.0113467662535088,0.250146323784622,0.0934508702284497,0.0148915818425568,-0.0357591466262166,-0.0356161182954929,-0.0247064984490879,-0.00792562054785119,-0.0326832223144506,-0.0145142080336459,-0.0824584965809451,-0.072535699709296,-0.146112139483232,-0.126278611922411,-0.13013857703336,-0.132733116469186,-0.00100542680714232,-0.0402933615182109,-0.0897406618075479,0.0142295184012868,0.135720360830298,0.0404730117763005,-0.017346657101166,-0.0189886541359646,-0.0560742399857621,-0.107352797844946,-0.00837519107308611,-0.0305404745696063,0.00786136206938314,-0.0189999137841737,-0.0652989329343773,-0.107307475935686,-0.103578423892831,0.152599313550883,0.248687931279707,0.037320021914733,0.0475257071287088,-0.0369260696262679,-0.03930162067081,-0.0592694633676797,-0.0689417986610465,-0.123111570840788,-0.076270899724673,-0.0774021204726662,0.0892829975445491,-0.0891960135178875,-0.0109182322997356,-0.0618131300301839,-0.0845169629531625,-0.0881680063615482,-0.0460106474076252,-0.0997827338771283,0.0314610559919435,-0.193663527058047,-0.16757391512163,-0.0923207399587362,-0.0783465034093171,-0.00659217784493232,0.16991848605659,0.0837802337816666,0.00463128902207795,-0.112403830972884,-0.0953896375449449,-0.0566922781946534
"s34_22",-0.0527906988538217,-0.123951648795054,-0.0838600832987434,-0.105431591106614,-0.162894510026345,-0.152237489838889,-0.147869230649943,0.0469598064277379,0.0989842933373788,0.0595454613877213,0.0625992487262884,0.171505053105284,0.197640120898829,0.33108594228976,0.308279750827731,0.3474439824212,0.27296440873221,0.70221510492463,0.717499684706804,1,0.0836847316987137,-0.0124878752033844,-0.00128026442098757,0.0411247841003926,0.0346326271186255,-0.00183270898782559,0.0211727250400486,-0.0119378001107796,0.0425676828730487,0.41162376588078,0.158034492109602,-0.038884077393991,-0.0503652498632077,-0.0325664080333107,-0.0303868173935877,0.0339631680283239,0.0222360273332868,0.0560657303799375,-0.119109080465622,-0.0291579918219299,-0.16032578002849,-0.0843701237183102,-0.0890070412130535,-0.112381541941114,0.00594362510459887,-0.00267883031074687,-0.0726337539252908,0.0748283594334994,0.152285738850394,0.072581707095454,0.0227512836944673,-0.021164015738391,-0.0689104882216071,-0.0964543732822345,0.020347569210749,-0.00398422541312864,0.0277177845087851,-0.0201705953721742,-0.095263961160363,-0.151819700672481,-0.152854477329277,0.151238209181143,0.2049261057058,0.0632524735485801,0.0316881227458345,-0.133949337175709,-0.120894137293974,-0.0907394854223703,-0.114502906330575,-0.21185072822361,-0.180478605302393,-0.217489737943426,0.0405162958419716,-0.135964928969436,0.0104675509130136,-0.190369499364095,-0.17879351850527,-0.195610434190361,-0.177025828674843,-0.193530714745419,-0.197145332484269,-0.246344104667706,-0.207667538304465,-0.125813069432135,-0.157235320284897,-0.061241566989906,0.0134391544170656,-0.111169552746344,-0.104259212398466,-0.152680712697495,-0.180660571166283,-0.117255043806905
"s27_8",0.149975322266427,0.1164960162112,0.170581539605366,0.132385870282255,0.0545946500141155,0.0166389133506627,0.0602637907164176,-0.148255744438123,-0.0518071783765993,-0.0766169609723759,-0.0416910368794146,-0.109124181628202,-0.136689852962706,-0.0823735259147826,-0.0716679666485718,0.0990302962715172,0.218915734379769,0.361663277553584,0.0603042260652085,0.0836847316987137,1,0.768368428068991,0.771772489494064,0.176791200470905,0.252180902118007,0.506188680335407,0.622240917860491,-0.0704372298207295,-0.113042170035112,-0.00955213296510977,0.00589877550401185,-0.0607674049450055,-0.192198907100958,-0.105757895176555,-0.162923232040079,0.0728653028620682,0.00322150484114501,0.0145686274122254,0.156470634480348,0.204085152580821,0.0592539217887581,0.25842594098406,0.157590529430149,0.183433297462925,-0.0723211323601889,0.0228558144153821,0.0631089964375225,-0.151747224406302,-0.208507493118132,-0.133332221449397,-0.0571011068341519,-0.0999761882129271,-0.110286148573339,-0.0344936001169029,0.0199541555424565,0.0149137843558458,-0.0097202622254053,-0.0485755521076378,-0.0815812266716085,-0.0911160441159341,-0.0752462753834229,0.22820454954871,0.31734997934509,0.000186766191495643,0.182342360592504,0.106766911603878,-0.0774264191440485,0.0790367294441726,0.128174311246803,-0.162799203823275,-0.099374147020464,-0.170370571161768,0.0135550985246808,-0.183422300401835,-0.0125273577527337,-0.257917208656837,-0.261887061592088,-0.307018107918443,-0.294255740120993,-0.297613061448779,-0.31051340643499,-0.17428343416382,-0.0859879792345746,-0.27857941094968,-0.290365716294391,-0.18570244416324,-0.156691891900866,-0.310671305012591,-0.312882363856115,-0.140391777355077,-0.32942461537611,-0.247582173064612
"s30_17",0.113663362245546,0.155951284389486,0.189111992767733,0.0896369537407137,0.0284207374775736,0.0204208775846359,0.0551881854776054,-0.210682406490113,-0.0849964598760633,-0.0819191126782609,-0.0639071311422349,-0.156737538918479,-0.159184207654594,-0.17841977921568,-0.16322966140045,0.0162606960998234,0.128051743070992,0.2582238685436,-0.0361217817024021,-0.0124878752033844,0.768368428068991,1,0.830990677086772,0.149814110390294,0.156810918101613,0.399944160913214,0.580204755543727,-0.0573289358774011,-0.0850308847582731,-0.0376722203788104,-0.0198549764206868,-0.0553737974638835,-0.126635745990991,-0.100843114545514,-0.124089424060742,0.130367966791975,0.00597214122254114,0.0160850569592714,0.19280760964231,0.177270406643314,0.0973117266465615,0.347551547579191,0.149736972579458,0.218139178808952,-0.0850898580793408,0.0368354993205285,0.0696491314209475,-0.144777074502475,-0.169378629892087,-0.15429555847555,-0.0887082274753,-0.109441073826089,-0.121609734407076,-0.0310493877635191,0.00793679064594488,-0.0171610322439814,-0.0621908145803153,-0.0641660338364295,-0.11458703634371,-0.0885903761604076,-0.0980387028842826,-0.0060254837222625,0.0642185730055128,-0.0368167766991042,0.134255916717179,0.069875358716092,-0.0540211598825398,0.0488227506361239,0.0769363419333065,-0.0819047993367208,-0.0366131555984214,-0.110608955912706,0.0248531963297419,-0.15096797568659,-0.0410147295989228,-0.18604292077584,-0.199785271982359,-0.194316648059023,-0.208294407017707,-0.192757962351734,-0.222227069968453,-0.108555802386751,-0.0292258838234203,-0.189928516127057,-0.219531762441415,-0.180313339888639,-0.147848888814749,-0.211711819760986,-0.24884056940208,-0.0927512134335431,-0.234563530347987,-0.22738287125462
"s34_20",0.234137990341403,0.233078742441169,0.311477945701025,0.159363418977165,0.088069461211762,0.0639411071307781,0.129952689972926,-0.155662626073801,-0.0283513080966816,-0.0124752379157436,-0.0218195483261542,-0.15120130441729,-0.173941677675002,-0.160686973472626,-0.177461635159457,0.0326919902444737,0.179308337107463,0.237391360099715,-0.0544145275129302,-0.00128026442098757,0.771772489494064,0.830990677086772,1,0.296966778893086,0.217447966233138,0.517001920328012,0.66330808561605,-0.0504505897688408,-0.112979035233353,-0.00835792446208956,0.0310940607447348,-0.0812571525815892,-0.162279922677329,-0.109754992881678,-0.170736013984266,0.128796050073641,0.0148302893845916,0.0171621247929712,0.185363968513312,0.227857732439136,0.148657368606612,0.332201002848428,0.211990372710782,0.313975786835842,-0.082105326836086,0.0521702680219417,0.0526035116331154,-0.1950886796702,-0.222178407358366,-0.164098716025655,-0.0978129368718539,-0.163171638455961,-0.127992564638713,-0.0448171092990548,0.0244135327949174,-0.000836320776145077,-0.0415887633133771,-0.0732583477391192,-0.141179619200162,-0.109154026271026,-0.0762734333392442,0.0392187038738431,0.108592933199089,-0.03497488707,0.184805105825056,0.0550086855022209,-0.0752511391712583,0.0527324584920469,0.107014285180703,-0.117457977249603,-0.0571822184577917,-0.15716109920785,-0.00607216762283958,-0.160214556602408,-0.0213559231237515,-0.265474006477324,-0.254082453738345,-0.271267874565131,-0.311021112732862,-0.258705805157567,-0.346205469736824,-0.0830332242896399,-0.0116239618351384,-0.248043065756403,-0.309057873819093,-0.209010084519756,-0.207859384772977,-0.317840055484765,-0.37162934762236,-0.117002226435133,-0.284695865543985,-0.297950210221462
"s30_30",0.111488171985366,0.0468321482307084,0.0473069057310295,-0.0349914949452523,-0.0907887847460971,-0.133838242858685,-0.0835816681804108,0.232869929644301,0.230061997930654,0.212672650149725,0.211697999736699,0.0494824027181336,-0.0478209965401799,-0.0116097216659251,-0.0387753100742516,0.125002037970326,0.163514389281035,0.137079535937599,0.0483985389610748,0.0411247841003926,0.176791200470905,0.149814110390294,0.296966778893086,1,0.245601470100184,0.293946173005762,0.309311256403589,0.0704286828350499,0.0302999351577857,0.118213710300585,0.159440026654739,0.0334938555049352,-0.0909059500899035,-0.000569836572354143,-0.0518662920251499,0.0601654681220069,0.0874195228935494,-0.0262704866954099,0.0713952271300345,0.0904328025635681,0.0358492266687525,0.0930823662842137,-0.00196499428840573,0.069686638237348,-0.00175211516596839,0.0256331998133671,0.0116047904366392,-0.0588989278197518,-0.0566325278992708,-0.0626132784028281,-0.0420642359102097,-0.0227526056926282,0.0100375125567866,0.0122914739934604,0.0863893671404528,0.112665903359392,0.0373932870916064,0.00235628948691359,0.0341962660254438,-0.0314375933440204,0.0150456327498672,0.108165459034246,0.0627406228809154,0.139198572069976,0.375151569132613,0.0186574862143848,-0.103934280120216,-0.0633876154544172,0.003202591617957,-0.0430368283627365,-0.116316664078314,-0.14234293367382,0.0305457011865608,-0.15785416328291,-0.0202481037770815,-0.157742077410001,-0.27573836888719,-0.259032876805449,-0.261520925471045,-0.23633805358912,-0.195031761805023,-0.0552314721956413,-0.0426200571180443,-0.131685742350147,-0.11129871649998,-0.140919481467119,0.0174707825938835,-0.104678993165995,-0.122948674492594,-0.063751062498685,-0.0171210443803526,0.0947301632304572
"s30_20",0.0810336517451953,-0.00715246572296432,0.00215013795701181,-0.1069631094416,-0.124919172542462,-0.172697603155151,-0.10863422738511,0.289256330970238,0.317346734412008,0.328371254725807,0.400588944927511,-0.0488948598258982,-0.0989501420554459,-0.0810461261653903,-0.0727472689117506,0.0556955674814328,0.201406115467619,0.148483195541083,0.0385990008927572,0.0346326271186255,0.252180902118007,0.156810918101613,0.217447966233138,0.245601470100184,1,0.470017450651121,0.474932324267658,0.00903983838770301,0.0146078737280479,0.091309503188031,0.140922055817822,-0.0130024138796241,-0.121061157290045,-0.106649105308524,-0.130573189875123,-0.0288862556076557,-0.0654529697239004,-0.126609830553761,-0.0254885368484502,0.0715910389561601,-0.0439448114683675,-0.0518394298373561,-0.0708505917582795,0.00447757747664114,-0.0829631764889989,-0.0533945055162294,-0.0686605843986135,-0.0804227089468569,-0.0972890211014032,-0.0943842500185259,-0.16671718853116,-0.105257076195238,-0.135694400046382,-0.101935453275981,-0.0578074664905735,0.0370095285529947,-0.134668008848389,-0.135387260652688,-0.0204378352448962,-0.109457593909252,-0.0798479062804856,0.0932981850905886,0.137066830181582,0.181882588444097,0.402229967626305,0.00231008431029087,-0.0553621815130892,0.0279873675625095,-0.000750219951200165,-0.0714127311749051,0.00579394253856644,-0.079631357991414,-0.00131695699521922,-0.0294228897820682,0.0135676263508893,-0.109414467363506,-0.136812049733244,-0.141339937365017,-0.152481338707923,-0.143843855199498,-0.150302805985408,-0.0754263702661985,-0.0966016670598123,-0.182782722045169,-0.195262468680271,-0.091623350628304,0.0214099414398526,-0.107493071294165,-0.0931906313723695,-0.0983992330413098,-0.0331772667646669,0.0881562576543079
"s27_20",0.0505113594811476,-0.00169142852067957,0.0403925526233916,0.040457301011988,0.160116781066426,-0.0261787163559204,0.0445213787260235,0.00903951601189426,0.0623014137281273,0.108860962169867,0.112762096831574,-0.132634780502932,-0.191303581211639,-0.143902636124379,-0.140953874081805,0.0315878390746865,0.118054284470519,0.211711042885116,0.00282929745229471,-0.00183270898782559,0.506188680335407,0.399944160913214,0.517001920328012,0.293946173005762,0.470017450651121,1,0.609741689794254,-0.0714533208723308,-0.0930426136208335,-0.00351035874084699,0.0281382461827011,-0.0220786915737673,-0.203024162872747,-0.0974463944143983,-0.165502670295992,0.0845747090746999,-0.143300027839521,-0.122050988731404,0.0553208885836179,0.0462152380152627,-0.0730721334910639,0.0451440189479105,0.051528198610447,0.0834907347348506,-0.06107440772854,-0.0310874681170889,0.0504478044273826,-0.144808581655921,-0.156610395000212,-0.138101941864694,-0.121939339245659,-0.0897835113438909,-0.0884663008419362,-0.119867053977928,-0.0645133895393909,0.115410176111053,-0.0113151165832573,-0.0194070845230209,-0.161982507607282,-0.145522067391655,-0.134644269425919,0.101982500714839,0.132354757264747,-0.0659542335920381,0.230612063296497,0.352090886709544,0.0240813157318939,0.492810277991633,0.520894685022091,0.0212906755157411,0.142772291527655,0.074291647454816,-0.00835975793383021,-0.127398521964181,-0.0316819474262257,-0.204380507276,-0.163837077525717,-0.242534520392423,-0.232127768239522,-0.261903881541499,-0.231739211581024,-0.220345736685408,-0.14944015532576,-0.26850750323047,-0.252916983521485,-0.16395255155459,-0.114318523442149,-0.207193572137449,-0.22163811733327,-0.102936274765231,-0.189898481241428,-0.121336544191993
