state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
Nevada (EV: 6),09:07.2,Biden,Trump,597353,585311,12042,188161,14285,13807,0.659158398,0.340841602,1729,1993,0.532740459,0.013416432,0.340841602,{'Clark': 14285},1207200
Nevada (EV: 6),35:11.8,Biden,Trump,588252,580605,7647,202446,0,0,0,0,1610,1993,0.519324027,1.12E-05,,{},1192915
Nevada (EV: 6),28:22.1,Biden,Trump,588252,580605,7647,202563,0,0,0,0,1610,1993,0.519312866,-0.480687134,,{},1192915
Pennsylvania (EV: 20),17:21.1,Biden,Trump,3361708,3316113,45595,62679,67,78,0.102564103,0.897435897,8807,9128,0.868482342,-0.000107062,0.2558,{'Fulton': 81},6765288
Pennsylvania (EV: 20),41:11.6,Biden,Trump,3361700,3316043,45657,62746,27,25,0.24,0.76,8807,9128,0.868589404,5.36E-05,0.254266667,{'Dauphin': 27},6765221
Pennsylvania (EV: 20),57:34.3,Biden,Trump,3361694,3316024,45670,62773,3,3,0,1,8807,9128,0.86853577,-6.60E-06,0.253833333,{'Lycoming': 3},6765194
Pennsylvania (EV: 20),44:06.9,Biden,Trump,3361694,3316021,45673,62776,52,49,0.530612245,0.469387755,8807,9128,0.868542366,0.000329214,0.253766667,{'Northumberland': 52},6765191
Pennsylvania (EV: 20),09:27.8,Biden,Trump,3361668,3315998,45670,62828,5002,3020,0.909933775,0.090066225,8807,9128,0.868213152,0.045643781,0.2532,{'Philadelphia': 3099},6765139
Pennsylvania (EV: 20),12:23.8,Biden,Trump,3358920,3315726,43194,67830,1858,1830,0.443169399,0.556830601,8807,9128,0.822569371,0.007088332,0.258,{'Lancaster': 1858},6760137
Pennsylvania (EV: 20),06:53.8,Biden,Trump,3358109,3314707,43402,69688,1376,1364,0.69941349,0.30058651,8806,9128,0.815481039,0.009986274,0.238166667,{'Bucks': 1376},6758279
Pennsylvania (EV: 20),37:04.6,Biden,Trump,3357155,3314297,42858,71064,1709,1701,0.918871252,0.081128748,8805,9128,0.805494764,0.017093194,0.2347,{'Philadelphia': 1709},6756903
Pennsylvania (EV: 20),26:56.1,Biden,Trump,3355592,3314159,41433,72773,855,843,0.658362989,0.341637011,8805,9128,0.788401571,0.005185961,0.2417,{'Bucks': 855},6755194
Pennsylvania (EV: 20),18:22.7,Biden,Trump,3355037,3313871,41166,73628,5164,5138,0.876411055,0.123588945,8805,9128,0.78321561,0.043428993,0.237833333,{'Philadelphia': 5164},6754339
Pennsylvania (EV: 20),15:18.2,Biden,Trump,3350534,3313236,37298,78792,607,595,0.356302521,0.643697479,8805,9128,0.739786617,0.000742208,0.251666667,{'Lancaster': 607},6749175
Pennsylvania (EV: 20),00:52.2,Biden,Trump,3350322,3312853,37469,79399,2425,2376,0.529461279,0.470538721,8805,9128,0.739044409,0.007951207,0.242966667,{'Lancaster': 2425},6748568
Pennsylvania (EV: 20),23:49.6,Biden,Trump,3349064,3311735,37329,81824,1938,3765,0.887118194,0.112881806,8802,9128,0.731093202,0.022975205,0.2234,{'Philadelphia': 3841},6746143
Pennsylvania (EV: 20),42:02.9,Biden,Trump,3345724,3311310,34414,83762,9480,9306,0.688373093,0.311626907,8802,9128,0.708117996,0.040206341,0.241966667,"{'Allegheny': 7223, 'Armstrong': 2257}",6744205
Pennsylvania (EV: 20),22:42.0,Biden,Trump,3339318,3308410,30908,93242,2850,2787,0.872264083,0.127735917,8785,9128,0.667911655,0.015918469,0.230166667,{'Philadelphia': 2850},6734725
Pennsylvania (EV: 20),25:34.8,Biden,Trump,3336887,3308054,28833,96092,0,0,0,0,8785,9128,0.651993186,0.003212748,0.263433333,{},6731875
Pennsylvania (EV: 20),49:53.9,Biden,Trump,3336887,3308054,28833,98167,0,0,0,0,8785,9128,0.648780438,-0.001648842,0.263433333,{},6731875
Pennsylvania (EV: 20),41:31.6,Biden,Trump,3336887,3308054,28833,97091,0,0,0,0,8785,9128,0.65042928,0.003178842,0.263433333,{},6731875
Pennsylvania (EV: 20),23:36.7,Biden,Trump,3336887,3308054,28833,99187,0,0,0,0,8785,9128,0.647250439,-0.027477447,0.263433333,{},6731875
Pennsylvania (EV: 20),42:51.2,Biden,Trump,3336887,3308054,28833,83589,3201,3169,0.76869675,0.23130325,8785,9128,0.674727886,0.016383881,0.263433333,{'Allegheny': 3201},6731875
Pennsylvania (EV: 20),41:32.0,Biden,Trump,3334451,3307321,27130,86790,9256,9175,0.795640327,0.204359673,8780,9128,0.658344005,0.043871278,0.2802,{'Allegheny': 9256},6728674
Pennsylvania (EV: 20),47:07.7,Biden,Trump,3327151,3305446,21705,96046,5184,4098,0.770131772,0.229868228,8763,9128,0.614472727,0.01694089,0.3418,"{'Chester': 2077, 'Delaware': 1881, 'Erie': 349}",6719418
Pennsylvania (EV: 20),05:24.7,Biden,Trump,3323995,3304504,19491,101230,205,203,0.270935961,0.729064039,8763,9128,0.597531837,-0.000267314,0.352333333,{'Union': 205},6714234
Pennsylvania (EV: 20),11:30.5,Biden,Trump,3323940,3304356,19584,101435,5497,5418,0.758397933,0.241602067,8762,9128,0.597799152,0.018291431,0.349466667,"{'Allegheny': 5361, 'Huntingdon': 187}",6714029
Pennsylvania (EV: 20),49:59.2,Biden,Trump,3319831,3303047,16784,106932,437,430,0.234883721,0.765116279,8753,9128,0.57950772,-0.000752064,0.367266667,{'Bradford': 437},6708532
Pennsylvania (EV: 20),43:16.5,Biden,Trump,3319730,3302718,17012,107369,3878,3827,0.772929187,0.227070813,8752,9128,0.580259784,0.012309801,0.360166667,"{'Northampton': 1043, 'Philadelphia': 2292, 'Washington': 543}",6708095
Pennsylvania (EV: 20),26:05.6,Biden,Trump,3316772,3301849,14923,111247,1701,1672,0.61423445,0.38576555,8488,9128,0.567949983,0.002736522,0.365566667,{'Mercer': 1701},6704217
Pennsylvania (EV: 20),35:03.6,Biden,Trump,3315745,3301204,14541,112948,62,61,0.540983607,0.459016393,8486,9128,0.565213461,5.82E-05,0.361733333,{'Pike': 62},6702516
Pennsylvania (EV: 20),24:11.9,Biden,Trump,3315712,3301176,14536,113010,363,348,0.5,0.5,8486,9128,0.565155272,0.000208615,0.361433333,{'Blair': 363},6702454
Pennsylvania (EV: 20),14:55.5,Biden,Trump,3315538,3301002,14536,113373,39,39,0.435897436,0.564102564,8486,9128,0.564946656,1.54E-09,0.3592,{'Wayne': 39},6702091
Pennsylvania (EV: 20),03:00.5,Biden,Trump,3315521,3300980,14541,113412,85,275,0.541818182,0.458181818,8486,9128,0.564946655,0.000151291,0.358866667,{'Lebanon': 283},6702052
Pennsylvania (EV: 20),39:06.9,Biden,Trump,3315372,3300854,14518,113497,529,527,0.297912713,0.702087287,8486,9128,0.564795363,-0.000645626,0.357466667,"{'Cambria': 527, 'Sullivan': 5}",6701967
Pennsylvania (EV: 20),30:56.7,Biden,Trump,3315215,3300484,14731,114026,7,7,1,0,8485,9128,0.56544099,3.51E-05,0.350566667,{'Centre': 8},6701438
Pennsylvania (EV: 20),22:20.4,Biden,Trump,3315208,3300484,14724,114033,218,216,0.518518519,0.481481481,8485,9128,0.565405878,0.000160269,0.350633333,"{'Lackawanna': 207, 'Lycoming': 11}",6701431
Pennsylvania (EV: 20),14:54.2,Biden,Trump,3315096,3300380,14716,114251,113,109,0.422018349,0.577981651,8485,9128,0.565245609,-1.08E-05,0.349366667,{'Franklin': 113},6701213
Pennsylvania (EV: 20),06:01.6,Biden,Trump,3315050,3300317,14733,114364,2070,2050,0.610243902,0.389756098,8485,9128,0.565256439,0.003126587,0.3484,{'Greene': 2070},6701100
Pennsylvania (EV: 20),58:52.0,Biden,Trump,3313799,3299518,14281,116434,2965,2912,0.60989011,0.39010989,8478,9128,0.562129852,0.004258046,0.333566667,"{'Bradford': 302, 'Westmoreland': 2663}",6699030
Pennsylvania (EV: 20),51:21.7,Biden,Trump,3312023,3298382,13641,119399,479,470,0.429787234,0.570212766,8473,9128,0.557871807,-4.76E-05,0.3074,"{'Carbon': 293, 'Dauphin': 186}",6696065
Pennsylvania (EV: 20),30:39.2,Biden,Trump,3311821,3298114,13707,119878,4,4,0.25,0.75,8473,9128,0.557919452,-6.52E-06,0.300366667,{'Tioga': 4},6695586
Pennsylvania (EV: 20),17:51.6,Biden,Trump,3311820,3298111,13709,119882,255,247,0.5951417,0.4048583,8473,9128,0.55792597,0.000321124,0.300266667,{'Washington': 255},6695582
Pennsylvania (EV: 20),22:14.3,Biden,Trump,3311673,3298011,13662,120137,383,486,0.615226337,0.384773663,8473,9128,0.557604846,0.000653801,0.297933333,{'Erie': 383},6695327
Pennsylvania (EV: 20),13:48.4,Biden,Trump,3311374,3297824,13550,120520,30,26,0.346153846,0.653846154,8472,9128,0.556951044,-1.94E-05,0.293666667,{'Sullivan': 30},6694944
Pennsylvania (EV: 20),11:02.2,Biden,Trump,3311365,3297807,13558,120550,1869,1840,0.540217391,0.459782609,8471,9128,0.556970487,0.001482181,0.2932,"{'Bucks': 1477, 'Delaware': 392}",6694914
Pennsylvania (EV: 20),59:15.5,Biden,Trump,3310371,3296961,13410,122419,177,174,0.603448276,0.396551724,8469,9128,0.555488307,0.000228859,0.2724,{'Fayette': 177},6693045
Pennsylvania (EV: 20),40:11.6,Biden,Trump,3310266,3296892,13374,122596,18,17,0.588235294,0.411764706,8469,9128,0.555259448,2.05E-05,0.2708,{'Sullivan': 18},6692868
Pennsylvania (EV: 20),24:05.7,Biden,Trump,3310256,3296885,13371,122614,4143,4083,0.620132256,0.379867744,8469,9128,0.555238942,0.005725755,0.270633333,{'Crawford': 4143},6692850
Pennsylvania (EV: 20),53:42.8,Biden,Trump,3307724,3295334,12390,126757,6984,6850,0.692992701,0.307007299,8462,9128,0.549513186,0.012599845,0.235366667,{'Lehigh': 6984},6688707
Pennsylvania (EV: 20),05:29.3,Biden,Trump,3302977,3293231,9746,133741,2617,2585,0.670019342,0.329980658,8462,9128,0.536913342,0.003973796,0.1928,{'Bucks': 2617},6681723
Pennsylvania (EV: 20),41:58.0,Biden,Trump,3301245,3292378,8867,136358,300,298,0.231543624,0.768456376,8460,9128,0.532939546,-0.00052076,0.174766667,{'Tioga': 300},6679106
Pennsylvania (EV: 20),15:24.1,Biden,Trump,3301176,3292149,9027,136658,4891,4823,0.730665561,0.269334439,8460,9128,0.533460306,0.009118581,0.168333333,"{'Delaware': 4880, 'Juniata': 11}",6678806
Pennsylvania (EV: 20),03:11.4,Biden,Trump,3297652,3290850,6802,141549,64,100,0.38,0.62,8454,9128,0.524341724,-7.48E-05,0.144433333,{'Elk': 102},6673915
Pennsylvania (EV: 20),27:32.4,Biden,Trump,3297614,3290788,6826,141613,24,23,0.652173913,0.347826087,8454,9128,0.524416571,2.92E-05,0.142766667,{'Lackawanna': 24},6673851
Pennsylvania (EV: 20),23:29.4,Biden,Trump,3297599,3290780,6819,141637,15,14,0.571428571,0.428571429,8454,9128,0.524387399,9.73E-06,0.1426,{'Union': 15},6673827
Pennsylvania (EV: 20),11:34.8,Biden,Trump,3297591,3290774,6817,141652,136,134,0.798507463,0.201492537,8454,9128,0.524377665,0.000309189,0.142466667,{'Dauphin': 136},6673812
Pennsylvania (EV: 20),58:41.8,Biden,Trump,3297484,3290747,6737,141788,2949,2913,0.692070031,0.307929969,8453,9128,0.524068476,0.004406657,0.1421,{'Bucks': 2949},6673676
Pennsylvania (EV: 20),55:24.7,Biden,Trump,3295468,3289850,5618,144737,306,297,0.552188552,0.447811448,8451,9128,0.519661819,0.000149746,0.123933333,{'Cambria': 306},6670727
Pennsylvania (EV: 20),52:37.6,Biden,Trump,3295304,3289717,5587,145043,31412,31156,0.879316985,0.120683015,8450,9128,0.519512073,0.071325307,0.120683015,{'Philadelphia': 31412},6670421
Pennsylvania (EV: 20),15:23.4,Trump,Biden,3285957,3267908,18049,176455,0,0,0,0,8385,9128,0.551813234,0.00769822,0.8045,{},6639009
Pennsylvania (EV: 20),55:44.4,Trump,Biden,3285957,3267908,18049,207247,0,0,0,0,8385,9128,0.544115013,0.010404966,0.8045,{},6639009
Pennsylvania (EV: 20),48:04.7,Trump,Biden,3285957,3267908,18049,271216,27,26,0.538461538,0.461538462,8385,9128,0.533710047,0.000543275,0.8045,"{'Susquehanna': 1, 'Union': 26}",6639009
Pennsylvania (EV: 20),23:27.0,Trump,Biden,3285943,3267896,18047,275628,-280,-274,0.832116788,0.167883212,8385,9128,0.533166772,-0.000368547,0.810766667,{},6638982
Pennsylvania (EV: 20),30:57.9,Trump,Biden,3286171,3267942,18229,275348,5878,5799,0.125193999,0.874806001,8385,9128,0.533535319,-0.007128957,0.804866667,{'Philadelphia': 5878},6639262
Pennsylvania (EV: 20),05:06.0,Trump,Biden,3285445,3262869,22576,281226,5549,5487,0.374521597,0.625478403,8372,9128,0.540664276,-0.001645443,0.790066667,{},6633384
Pennsylvania (EV: 20),59:00.7,Trump,Biden,3283390,3259437,23953,286775,0,0,0,0,8372,9128,0.54230972,0,0.809633333,{},6627835
Pennsylvania (EV: 20),51:40.7,Trump,Biden,3283390,3259437,23953,286775,1254,1247,0.287089014,0.712910986,8372,9128,0.54230972,-0.000749651,0.809633333,{'Bucks': 1254},6627835
Pennsylvania (EV: 20),29:30.3,Trump,Biden,3283032,3258548,24484,288029,3865,3803,0.258743098,0.741256902,8371,9128,0.54305937,-0.002614281,0.8101,{'Delaware': 3865},6626581
Pennsylvania (EV: 20),45:43.8,Trump,Biden,3282048,3255729,26319,291894,13909,13733,0.126702104,0.873297896,8366,9128,0.545673652,-0.01490624,0.807933333,{'Philadelphia': 13909},6622716
Pennsylvania (EV: 20),33:20.4,Trump,Biden,3280308,3243736,36572,305803,8046,7957,0.202588915,0.797411085,8338,9128,0.560579891,-0.006085955,0.7389,{'Delaware': 8046},6608807
Pennsylvania (EV: 20),16:43.5,Trump,Biden,3278696,3237391,41305,313849,2431,2393,0.325114919,0.674885081,8328,9128,0.566665846,-0.000828117,0.709166667,{'Bucks': 2431},6600761
Pennsylvania (EV: 20),37:26.7,Trump,Biden,3277918,3235776,42142,316280,15150,14970,0.275818303,0.724181697,8326,9128,0.567493964,-0.007173231,0.715633333,{'Monroe': 15150},6598330
Pennsylvania (EV: 20),07:55.2,Trump,Biden,3273789,3224935,48854,331430,4035,4001,0.272931767,0.727068233,8316,9128,0.574667194,-0.00184555,0.724633333,"{'Allegheny': 1242, 'Delaware': 2793}",6583180
Pennsylvania (EV: 20),52:07.8,Trump,Biden,3272697,3222026,50671,335465,7474,7398,0.327656123,0.672343877,8309,9128,0.576512744,-0.002099043,0.717133333,{'Mercer': 7474},6579145
Pennsylvania (EV: 20),44:07.4,Trump,Biden,3270273,3217052,53221,342939,0,0,0,0,8298,9128,0.578611788,0.001129678,0.7639,{},6571671
Pennsylvania (EV: 20),33:56.0,Trump,Biden,3270273,3217052,53221,347939,9975,9897,0.244114378,0.755885622,8298,9128,0.57748211,-0.005008988,0.7639,{'Lehigh': 9975},6571671
Pennsylvania (EV: 20),26:00.0,Trump,Biden,3267857,3209571,58286,357914,4130,4079,0.197842608,0.802157392,8298,9128,0.582491098,-0.002507859,0.7778,{'Delaware': 4130},6561696
Pennsylvania (EV: 20),22:40.3,Trump,Biden,3267050,3206299,60751,362044,8867,8700,0.32908046,0.67091954,8293,9128,0.584998957,-0.002029574,0.7756,{'Bucks': 8867},6557566
Pennsylvania (EV: 20),55:18.4,Trump,Biden,3264187,3200462,63725,370911,936,925,0.207567568,0.792432432,8287,9128,0.587028531,-0.000517913,0.782566667,{'Centre': 936},6548699
Pennsylvania (EV: 20),35:53.7,Trump,Biden,3263995,3199729,64266,371847,545,73,0.698630137,0.301369863,8286,9128,0.587546443,0.000167573,0.778633333,"{'Erie': 21, 'Montour': 98}",6547763
Pennsylvania (EV: 20),11:13.1,Trump,Biden,3263944,3199707,64237,372392,12480,12306,0.119210141,0.880789859,8284,9128,0.587378871,-0.009501573,0.779533333,{'Philadelphia': 12480},6547218
Pennsylvania (EV: 20),59:07.4,Trump,Biden,3262477,3188868,73609,384872,205,203,0.60591133,0.39408867,8258,9128,0.596880444,0.00010814,0.691166667,{'Delaware': 205},6534738
Pennsylvania (EV: 20),51:41.2,Trump,Biden,3262354,3188788,73566,385077,4634,4977,0.313039984,0.686960016,8258,9128,0.596772304,-0.001268235,0.693033333,{'Erie': 5039},6534533
Pennsylvania (EV: 20),30:04.9,Trump,Biden,3260796,3185369,75427,389711,4416,4371,0.169755205,0.830244795,8254,9128,0.598040539,-0.002612001,0.689433333,{'Philadelphia': 4416},6529899
Pennsylvania (EV: 20),25:57.7,Trump,Biden,3260054,3181740,78314,394127,405,0,0,0,8230,9128,0.60065254,0.000103323,0.665433333,{'Erie': 113},6525483
Pennsylvania (EV: 20),53:30.6,Trump,Biden,3260054,3181740,78314,394532,35858,35401,0.33456682,0.66543318,8229,9128,0.600549217,-0.005408386,0.66543318,"{'Blair': 5419, 'Cumberland': 30439}",6525078
Pennsylvania (EV: 20),45:38.0,Trump,Biden,3248210,3158183,90027,430390,1333,1319,0.304776346,0.695223654,8196,9128,0.605957603,-0.000277102,0.701733333,{'Bucks': 1333},6489220
Pennsylvania (EV: 20),15:13.6,Trump,Biden,3247808,3157266,90542,431723,12,12,0.5,0.5,8195,9128,0.606234705,2.95E-06,0.707833333,{'Columbia': 12},6487887
Pennsylvania (EV: 20),53:18.8,Trump,Biden,3247802,3157260,90542,431735,13957,13838,0.314713109,0.685286891,8195,9128,0.606231752,-0.002501519,0.707966667,"{'Lehigh': 9526, 'Tioga': 4464}",6487875
Pennsylvania (EV: 20),45:23.9,Trump,Biden,3243447,3147777,95670,445692,6636,6598,0.382237042,0.617762958,8186,9128,0.608733272,-0.000145079,0.7175,"{'Carbon': 65, 'Crawford': 6327, 'Jefferson': 282}",6473918
Pennsylvania (EV: 20),29:17.3,Trump,Biden,3240925,3143701,97224,452328,1830,1818,0.311881188,0.688118812,8177,9128,0.608878351,-0.000324187,0.723733333,{'Bucks': 1830},6467282
Pennsylvania (EV: 20),21:19.0,Trump,Biden,3240358,3142450,97908,454158,86,80,0.55,0.45,8175,9128,0.609202538,2.96E-05,0.724066667,{'Clearfield': 86},6465452
Pennsylvania (EV: 20),13:32.3,Trump,Biden,3240314,3142414,97900,454244,0,0,0,0,8175,9128,0.609172942,0.00569506,0.724833333,{},6465366
Pennsylvania (EV: 20),05:33.4,Trump,Biden,3240314,3142414,97900,479244,13746,13594,0.16602913,0.83397087,8175,9128,0.603477881,-0.006444469,0.724833333,"{'Erie': 6563, 'Philadelphia': 7183}",6465366
Pennsylvania (EV: 20),48:22.3,Trump,Biden,3238057,3131077,106980,492990,4486,4545,0.347414741,0.652585259,8168,9128,0.60992235,-0.000421069,0.6612,"{'Dauphin': 163, 'Delaware': 2031, 'Greene': 1698, 'Northumberland': 690}",6451620
Pennsylvania (EV: 20),40:29.0,Trump,Biden,3236478,3128111,108367,497476,942,927,0.373247033,0.626752967,8160,9128,0.610343419,-3.03E-05,0.690666667,"{'Carbon': 585, 'Lycoming': 357}",6447134
Pennsylvania (EV: 20),15:29.0,Trump,Biden,3236132,3127530,108602,498418,34,34,0.647058824,0.352941176,8159,9128,0.610373706,1.77E-05,0.697466667,{'Sullivan': 34},6446192
Pennsylvania (EV: 20),01:34.9,Trump,Biden,3236110,3127518,108592,498452,3862,3382,0.473388527,0.526611473,8159,9128,0.610356015,0.000666946,0.698033333,"{'Carbon': 605, 'Juniata': 2442, 'Northampton': 493}",6446158
Pennsylvania (EV: 20),37:18.7,Trump,Biden,3234509,3125737,108772,502314,3349,3308,0.351571947,0.648428053,8155,9128,0.609689069,-0.000257251,0.7356,"{'Bucks': 2770, 'Mifflin': 579}",6442296
Pennsylvania (EV: 20),32:33.2,Trump,Biden,3233346,3123592,109754,505663,4226,4175,0.306586826,0.693413174,8153,9128,0.609946321,-0.000693178,0.765033333,{'Carbon': 4226},6438947
Pennsylvania (EV: 20),29:35.2,Trump,Biden,3232066,3120697,111369,509889,0,0,0,0,8147,9128,0.610639498,-8.19E-05,0.795866667,{},6434721
Pennsylvania (EV: 20),12:37.0,Trump,Biden,3232066,3120697,111369,509512,4515,4480,0.205133929,0.794866071,8147,9128,0.610721363,-0.001631034,0.795866667,{'Lehigh': 4515},6434721
Pennsylvania (EV: 20),24:54.8,Trump,Biden,3231147,3117136,114011,514027,2451,2412,0.43159204,0.56840796,8147,9128,0.612352397,0.000209524,0.8126,{'Delaware': 2451},6430206
Pennsylvania (EV: 20),15:33.3,Trump,Biden,3230106,3115765,114341,516478,3076,3048,0.380577428,0.619422572,8144,9128,0.612142873,-4.58E-05,0.8298,{'Armstrong': 3076},6427755
Pennsylvania (EV: 20),21:28.6,Trump,Biden,3228946,3113877,115069,519554,3003,3071,0.311950505,0.688049495,8139,9128,0.612188713,-0.000474898,0.8432,"{'Columbia': 380, 'Mercer': 2723}",6424679
Pennsylvania (EV: 20),02:19.5,Trump,Biden,3227988,3111764,116224,522557,8193,8116,0.15303105,0.84696895,8135,9128,0.612663611,-0.003636046,0.849066667,"{'Delaware': 3990, 'Erie': 4203}",6421676
Pennsylvania (EV: 20),59:05.8,Trump,Biden,3226746,3104890,121856,530750,67,123,0.495934959,0.504065041,8126,9128,0.616299657,1.37E-05,0.8272,{'Wayne': 124},6413483
Pennsylvania (EV: 20),49:58.4,Trump,Biden,3226685,3104828,121857,530817,13114,12954,0.084915856,0.915084144,8126,9128,0.616285932,-0.00721131,0.828266667,{'Philadelphia': 13114},6413416
Pennsylvania (EV: 20),43:40.6,Trump,Biden,3225585,3092974,132611,543931,4507,5341,0.217749485,0.782250515,8098,9128,0.623497242,-0.001769832,0.791633333,{'Bucks': 5397},6400302
Pennsylvania (EV: 20),08:12.6,Trump,Biden,3224422,3088796,135626,548438,73,73,0.191780822,0.808219178,8095,9128,0.625267075,-2.49E-05,0.801933333,{'Dauphin': 73},6395795
Pennsylvania (EV: 20),26:47.0,Trump,Biden,3224408,3088737,135671,548511,554,540,0.514814815,0.485185185,8095,9128,0.62529196,0.000141179,0.802,{'Clearfield': 554},6395722
Pennsylvania (EV: 20),12:31.8,Trump,Biden,3224130,3088475,135655,549065,103,99,0.262626263,0.737373737,8095,9128,0.625150781,-1.99E-05,0.8084,{'Dauphin': 103},6395168
Pennsylvania (EV: 20),11:30.5,Trump,Biden,3224104,3088402,135702,549168,0,0,0,0,8095,9128,0.625170661,0.008325987,0.808733333,{},6395065
Pennsylvania (EV: 20),36:33.9,Trump,Biden,3224104,3088402,135702,588300,13724,12708,0.233868429,0.766131571,8095,9128,0.616844674,-0.003027656,0.808733333,{'Bucks': 12931},6395065
Pennsylvania (EV: 20),20:44.8,Trump,Biden,3221132,3078666,142466,602024,0,0,0,0,8084,9128,0.61987233,0.014192793,0.840033333,{},6381341
Pennsylvania (EV: 20),10:28.1,Trump,Biden,3221132,3078666,142466,682876,32633,32274,0.159973973,0.840026027,8084,9128,0.605679537,-0.010718382,0.840026027,"{'Fayette': 1745, 'Greene': 671, 'Montgomery': 9534, 'Philadelphia': 20683}",6381341
Pennsylvania (EV: 20),22:05.6,Trump,Biden,3215969,3051555,164414,715509,38652,37447,0.255267445,0.744732555,8031,9128,0.616397919,-0.006345496,0.744732555,"{'Chester': 28860, 'Montgomery': 9327, 'Westmoreland': 25}",6348708
Pennsylvania (EV: 20),57:56.0,Trump,Biden,3206410,3023667,182743,754161,1318,1302,0.569892473,0.430107527,8000,9128,0.622743415,0.000336168,0.6997,{'Allegheny': 1318},6310056
Pennsylvania (EV: 20),53:39.6,Trump,Biden,3205668,3023107,182561,755479,5743,6112,0.349803665,0.650196335,7998,9128,0.622407247,-0.000298256,0.711333333,{'Westmoreland': 6183},6308738
Pennsylvania (EV: 20),16:30.1,Trump,Biden,3203530,3019133,184397,761222,4549,4484,0.23706512,0.76293488,7990,9128,0.622705503,-0.000830869,0.722866667,{'Allegheny': 4549},6302995
Pennsylvania (EV: 20),47:23.7,Trump,Biden,3202467,3015712,186755,765771,10173,10029,0.289161432,0.710838568,7982,9128,0.623536372,-0.00114114,0.715,{'Montgomery': 10173},6298446
Pennsylvania (EV: 20),26:44.7,Trump,Biden,3199567,3008583,190984,775944,1285,2152,0.175650558,0.824349442,7973,9128,0.624677512,-0.000703695,0.7283,{'Delaware': 2162},6288273
Pennsylvania (EV: 20),19:13.6,Trump,Biden,3199189,3006809,192380,777229,440,0,0,0,7972,9128,0.625381206,7.09E-05,0.7174,{'Westmoreland': 26},6286988
Pennsylvania (EV: 20),03:34.9,Trump,Biden,3199189,3006809,192380,777669,9413,9021,0.301962088,0.698037912,7971,9128,0.625310266,-0.000800875,0.7174,{'Beaver': 9240},6286548
Pennsylvania (EV: 20),21:51.2,Trump,Biden,3196465,3000512,195953,787082,10590,10473,0.289601833,0.710398167,7958,9128,0.626111141,-0.001124328,0.709666667,"{'Luzerne': 2617, 'Montgomery': 7973}",6277135
Pennsylvania (EV: 20),16:26.7,Trump,Biden,3193432,2993072,200360,797672,0,0,0,0,7948,9128,0.627235469,-0.000133329,0.6964,{},6266545
Pennsylvania (EV: 20),07:02.3,Trump,Biden,3193432,2993072,200360,796837,5612,5530,0.19801085,0.80198915,7948,9128,0.627368798,-0.001217623,0.6964,{'Allegheny': 5612},6266545
Pennsylvania (EV: 20),02:56.3,Trump,Biden,3192337,2988637,203700,802449,217,213,0.309859155,0.690140845,7938,9128,0.628586421,-1.64E-05,0.680966667,{'Carbon': 217},6260933
Pennsylvania (EV: 20),55:33.0,Trump,Biden,3192271,2988490,203781,802666,24511,24523,0.327610814,0.672389186,7937,9128,0.628602776,-0.001366926,0.681166667,"{'Allegheny': 6345, 'Lancaster': 7899, 'Westmoreland': 10681}",6260716
Pennsylvania (EV: 20),44:49.8,Trump,Biden,3184237,2972001,212236,827177,77985,76309,0.279482106,0.720517894,7904,9128,0.629969702,-0.007636447,0.720517894,"{'Allegheny': 21137, 'Bucks': 5, 'Butler': 32947, 'Carbon': 312, 'Chester': 10409, 'Delaware': 11820, 'Luzerne': 599}",6236205
Pennsylvania (EV: 20),16:49.3,Trump,Biden,3162910,2917019,245891,905162,19381,19167,0.234778526,0.765221474,7818,9128,0.637606149,-0.002685802,0.7564,"{'Luzerne': 2010, 'Monroe': 17371}",6158220
Pennsylvania (EV: 20),49:45.3,Trump,Biden,3158410,2902352,256058,924543,21097,21130,0.259204922,0.740795078,7805,9128,0.640291951,-0.002321078,0.678533333,"{'Carbon': 419, 'Cumberland': 20990}",6138839
Pennsylvania (EV: 20),41:34.1,Trump,Biden,3152933,2886699,266234,945640,3360,3288,0.584854015,0.415145985,7787,9128,0.642613029,0.000802776,0.674666667,{'Allegheny': 3360},6117742
Pennsylvania (EV: 20),28:05.0,Trump,Biden,3151010,2885334,265676,949000,3197,3176,0.330289673,0.669710327,7781,9128,0.641810253,-9.73E-05,0.712833333,{'Montour': 3218},6114382
Pennsylvania (EV: 20),24:27.3,Trump,Biden,3149961,2883207,266754,952197,2190,2162,0.523589269,0.476410731,7777,9128,0.641907599,0.000379768,0.7234,{'Bucks': 2190},6111185
Pennsylvania (EV: 20),16:40.3,Trump,Biden,3148829,2882177,266652,954387,4579,4522,0.257408226,0.742591774,7776,9128,0.641527831,-0.000483138,0.744533333,{'Erie': 4579},6108995
Pennsylvania (EV: 20),14:43.5,Trump,Biden,3147665,2878819,268846,958966,17642,17421,0.266574823,0.733425177,7771,9128,0.642010969,-0.001653075,0.7486,"{'Allegheny': 7805, 'Beaver': 9837}",6104416
