state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count
Pennsylvania (EV: 20),01:02.9,Trump,Biden,3143021,2866042,276979,976608,27630,28133,0.230405574,0.769594426,7744,9128,0.643664043,-0.00369873,0.7574,"{'Allegheny': 9349, 'Bucks': 16075, 'Luzerne': 2999}",6086774
Pennsylvania (EV: 20),54:27.4,Trump,Biden,3136539,2844391,292148,1004238,1365,1848,0.428571429,0.571428571,7713,9128,0.647362774,6.70E-05,0.6996,{'Berks': 1908},6059144
Pennsylvania (EV: 20),44:28.0,Trump,Biden,3135747,2843335,292412,1005603,16361,16152,0.222201585,0.777798415,7712,9128,0.647295728,-0.002089962,0.710933333,"{'Allegheny': 13035, 'Carbon': 539, 'Mercer': 2787}",6057779
Pennsylvania (EV: 20),38:48.9,Trump,Biden,3132158,2830772,301386,1021964,10527,10373,0.408078666,0.591921334,7684,9128,0.64938569,0.000587505,0.693733333,{'Franklin': 10527},6041418
Pennsylvania (EV: 20),21:41.5,Trump,Biden,3127925,2824632,303293,1032491,2306,0,0,0,7675,9128,0.648798184,0.00033159,0.751433333,{},6030891
Pennsylvania (EV: 20),20:14.1,Trump,Biden,3127925,2824632,303293,1034797,0,0,0,0,7671,9128,0.648466594,0,0.751433333,{},6028585
Pennsylvania (EV: 20),19:33.1,Trump,Biden,3127925,2824632,303293,1034797,7256,9696,0.244740099,0.755259901,7671,9128,0.648466594,-0.001372429,0.751433333,"{'Allegheny': 7991, 'McKean': 1203, 'Washington': 609}",6028585
Pennsylvania (EV: 20),12:35.5,Trump,Biden,3125552,2817309,308243,1042053,2056,576,0.565972222,0.434027778,7659,9128,0.649839024,0.000331926,0.7329,{'Bucks': 462},6021329
Pennsylvania (EV: 20),07:35.0,Trump,Biden,3125226,2817059,308167,1044109,0,0,0,0,7657,9128,0.649507098,0,0.740366667,{},6019273
Pennsylvania (EV: 20),04:57.1,Trump,Biden,3125226,2817059,308167,1044109,21949,21654,0.241156368,0.758843632,7657,9128,0.649507098,-0.002248361,0.740366667,"{'Chester': 10427, 'Lebanon': 2367, 'Montgomery': 9155}",6019273
Pennsylvania (EV: 20),01:03.8,Trump,Biden,3120004,2800627,319377,1066058,0,0,0,0,7639,9128,0.651755459,-0.000511767,0.786933333,{},5997324
Pennsylvania (EV: 20),55:46.3,Trump,Biden,3120004,2800627,319377,1062475,0,0,0,0,7639,9128,0.652267227,-0.000314361,0.786933333,{},5997324
Pennsylvania (EV: 20),54:02.3,Trump,Biden,3120004,2800627,319377,1060286,0,0,0,0,7639,9128,0.652581588,-0.000973946,0.786933333,{},5997324
Pennsylvania (EV: 20),45:43.1,Trump,Biden,3120004,2800627,319377,1053561,3278,3365,0.425854383,0.574145617,7639,9128,0.653555534,0.00023711,0.786933333,{'Blair': 3392},5997324
Pennsylvania (EV: 20),41:50.9,Trump,Biden,3118571,2798695,319876,1056839,887,871,0.468427095,0.531572905,7634,9128,0.653318424,0.000102232,0.803166667,{'Luzerne': 887},5994046
Pennsylvania (EV: 20),29:17.6,Trump,Biden,3118163,2798232,319931,1057726,27598,27347,0.176655575,0.823344425,7633,9128,0.653216192,-0.004358016,0.8059,"{'Bradford': 4211, 'Philadelphia': 23444}",5993159
Pennsylvania (EV: 20),21:34.2,Trump,Biden,3113332,2775716,337616,1085324,23395,23194,0.373976028,0.626023972,7577,9128,0.657574208,0.000654055,0.655066667,"{'Adams': 18621, 'Cameron': 46, 'Carbon': 298, 'Clarion': 1906, 'Lehigh': 2624}",5965561
Pennsylvania (EV: 20),04:05.7,Trump,Biden,3104658,2761196,343462,1108719,12427,12249,0.245979264,0.754020736,7557,9128,0.656920154,-0.001072303,0.776133333,{'Montgomery': 12427},5942166
Pennsylvania (EV: 20),58:39.9,Trump,Biden,3101645,2751960,349685,1121146,8760,8657,0.260367333,0.739632667,7547,9128,0.657992457,-0.000635149,0.876566667,{'Erie': 8760},5929739
Pennsylvania (EV: 20),53:17.6,Trump,Biden,3099391,2745557,353834,1129906,5527,5487,0.264078732,0.735921268,7538,9128,0.658627605,-0.000382868,0.943433333,"{'Dauphin': 135, 'Luzerne': 5392}",5920979
Pennsylvania (EV: 20),48:16.5,Trump,Biden,3097942,2741519,356423,1135433,24654,23277,0,1,7531,9128,0.659010473,-0.006784576,0.955133333,{'Philadelphia': 23354},5915452
Pennsylvania (EV: 20),37:49.6,Trump,Biden,3097942,2718242,379700,1160087,15540,15329,0.20027399,0.79972601,7479,9128,0.665795049,-0.001767758,0.802366667,"{'Allegheny': 15280, 'Carbon': 260}",5890798
Pennsylvania (EV: 20),23:38.1,Trump,Biden,3094872,2705983,388889,1175627,16214,16005,0.194876601,0.805123399,7451,9128,0.667562807,-0.00187156,0.845466667,{'Allegheny': 16214},5875258
Pennsylvania (EV: 20),14:42.2,Trump,Biden,3091753,2693097,398656,1191841,31489,32521,0.10842225,0.89157775,7423,9128,0.669434367,-0.006184741,0.89157775,"{'Chester': 7592, 'Philadelphia': 25197}",5859044
Pennsylvania (EV: 20),10:29.2,Trump,Biden,3088227,2664102,424125,1223330,28498,28137,0.303124,0.696876,7368,9128,0.675619108,-0.000485102,0.6999,"{'Centre': 2717, 'Lancaster': 8130, 'Lehigh': 5953, 'Westmoreland': 11698}",5827555
Pennsylvania (EV: 20),06:10.4,Trump,Biden,3079698,2644494,435204,1251828,197,197,0.431472081,0.568527919,7343,9128,0.676104209,1.68E-05,0.7686,{'Carbon': 197},5799057
Pennsylvania (EV: 20),03:16.4,Trump,Biden,3079613,2644382,435231,1252025,23686,24192,0.233424272,0.766575728,7343,9128,0.676087424,-0.001852036,0.77,"{'Allegheny': 6486, 'Delaware': 17956}",5798860
Pennsylvania (EV: 20),47:47.0,Trump,Biden,3073966,2625837,448129,1275711,6879,6796,0.215715127,0.784284873,7310,9128,0.67793946,-0.000571703,0.720933333,"{'Allegheny': 6669, 'Carbon': 210}",5775174
Pennsylvania (EV: 20),44:32.5,Trump,Biden,3072500,2620507,451993,1282590,14117,13973,0.249266442,0.750733558,7299,9128,0.678511163,-0.000793816,0.696666667,"{'Beaver': 4971, 'Bucks': 9146}",5768295
Pennsylvania (EV: 20),33:35.0,Trump,Biden,3069017,2610017,459000,1296707,134,131,0.824427481,0.175572519,7286,9128,0.679304979,5.17E-05,0.6894,{'Carbon': 134},5754178
Pennsylvania (EV: 20),17:39.8,Trump,Biden,3068909,2609994,458915,1296841,10555,10498,0.364259859,0.635740141,7286,9128,0.679253251,0.000342936,0.691433333,{'Indiana': 10617},5754044
Pennsylvania (EV: 20),13:03.5,Trump,Biden,3065085,2603320,461765,1307396,4397,4361,0.292364137,0.707635863,7270,9128,0.678910315,-9.96E-05,0.7042,"{'Carbon': 209, 'Dauphin': 20, 'Luzerne': 4168}",5743489
Pennsylvania (EV: 20),56:14.3,Trump,Biden,3063810,2600234,463576,1311793,494,486,0.362139918,0.637860082,7264,9128,0.679009943,1.57E-05,0.714366667,{'Clarion': 494},5739092
Pennsylvania (EV: 20),40:57.3,Trump,Biden,3063634,2599924,463710,1312287,1700,1679,0.424061942,0.575938058,7263,9128,0.678994281,0.000133274,0.716633333,{'Armstrong': 1700},5738598
Pennsylvania (EV: 20),23:27.2,Trump,Biden,3062922,2598957,463965,1313987,4754,4870,0.226899384,0.773100616,7261,9128,0.678861007,-0.000376962,0.727933333,{'Beaver': 4927},5736898
Pennsylvania (EV: 20),15:15.7,Trump,Biden,3061817,2595192,466625,1318741,4780,4708,0.202846219,0.797153781,7255,9128,0.679237969,-0.000423542,0.728666667,"{'Allegheny': 4766, 'Dauphin': 14}",5732144
Pennsylvania (EV: 20),44:28.2,Trump,Biden,3060862,2591439,469423,1323521,10854,11014,0.356092246,0.643907754,7246,9128,0.679661511,0.000258013,0.7256,"{'Cambria': 1249, 'Franklin': 9913}",5727364
Pennsylvania (EV: 20),41:18.7,Trump,Biden,3056940,2584347,472593,1334375,155,154,0.402597403,0.597402597,7237,9128,0.679403499,9.45E-06,0.7747,{'Carbon': 155},5716510
Pennsylvania (EV: 20),24:40.8,Trump,Biden,3056878,2584255,472623,1334530,219,217,0.502304147,0.497695853,7237,9128,0.679394049,2.98E-05,0.775633333,{'Carbon': 219},5716355
Pennsylvania (EV: 20),16:47.7,Trump,Biden,3056769,2584147,472622,1334749,35680,35526,0.222344199,0.777655801,7237,9128,0.679364235,-0.00262216,0.777655801,"{'Allegheny': 15055, 'Erie': 5524, 'Montgomery': 15393}",5716136
Pennsylvania (EV: 20),04:22.0,Trump,Biden,3048870,2556520,492350,1370429,15217,15118,0.276094722,0.723905278,7193,9128,0.681986395,-0.000476348,0.7195,"{'Bucks': 10669, 'Clarion': 1146, 'Clinton': 488, 'Luzerne': 2935}",5680456
Pennsylvania (EV: 20),52:58.6,Trump,Biden,3044696,2545576,499120,1385646,30,29,0.482758621,0.517241379,7181,9128,0.682462743,3.58E-06,0.703166667,{'Dauphin': 30},5665239
Pennsylvania (EV: 20),45:02.2,Trump,Biden,3044682,2545561,499121,1385676,13349,13209,0.281626164,0.718373836,7181,9128,0.682459159,-0.000347838,0.703333333,"{'Carbon': 237, 'Lancaster': 13112}",5665209
Pennsylvania (EV: 20),41:26.6,Trump,Biden,3040962,2536072,504890,1399025,20482,20226,0.308513794,0.691486206,7169,9128,0.682806997,-0.000126436,0.670333333,{'Northampton': 20482},5651860
Pennsylvania (EV: 20),32:53.8,Trump,Biden,3034722,2522086,512636,1419507,6321,6341,0.476580981,0.523419019,7151,9128,0.682933432,0.000705469,0.755,{'Schuylkill': 6448},5631378
Pennsylvania (EV: 20),25:02.0,Trump,Biden,3031700,2518767,512933,1425828,33898,33507,0.182946847,0.817053153,7140,9128,0.682227964,-0.003141332,0.817053153,{'Chester': 33898},5625057
Pennsylvania (EV: 20),12:53.5,Trump,Biden,3025570,2491390,534180,1459726,15030,14885,0.284783339,0.715216661,7115,9128,0.685369296,-0.000311482,0.654133333,{'Lancaster': 15030},5591159
Pennsylvania (EV: 20),03:50.7,Trump,Biden,3021331,2480744,540587,1474756,556,547,0.493601463,0.506398537,7102,9128,0.685680778,6.76E-05,0.5693,"{'Carbon': 531, 'Dauphin': 25}",5576129
Pennsylvania (EV: 20),01:30.8,Trump,Biden,3021061,2480467,540594,1475312,4467,4428,0.398599819,0.601400181,7102,9128,0.685613204,0.000252911,0.57,{'Luzerne': 4467},5575573
Pennsylvania (EV: 20),52:05.6,Trump,Biden,3019296,2477804,541492,1479779,2761,2736,0.265716374,0.734283626,7097,9128,0.685360292,-9.28E-05,0.561533333,{'Lehigh': 2761},5571106
Pennsylvania (EV: 20),41:34.7,Trump,Biden,3018569,2475795,542774,1482540,82554,81733,0.455788971,0.544211029,7097,9128,0.685453117,0.007443046,0.544211029,{'Bucks': 82554},5568345
Pennsylvania (EV: 20),25:43.0,Trump,Biden,2981316,2431315,550001,1565094,44605,44313,0.075124681,0.924875319,7035,9128,0.678010071,-0.0069168,0.924875319,{'Philadelphia': 44605},5485791
Pennsylvania (EV: 20),17:08.8,Trump,Biden,2977987,2390331,587656,1609699,4275,4249,0.298658508,0.701341492,6943,9128,0.684926871,-4.72E-05,0.819566667,{'Luzerne': 4275},5441186
Pennsylvania (EV: 20),56:08.7,Trump,Biden,2976718,2387351,589367,1613974,88,87,0.413793103,0.586206897,6938,9128,0.684974048,5.38E-06,0.8392,{'Dauphin': 88},5436911
Pennsylvania (EV: 20),32:18.8,Trump,Biden,2976682,2387300,589382,1614062,39561,39269,0.160075378,0.839924622,6938,9128,0.684968671,-0.003752847,0.839924622,{'Montgomery': 39561},5436823
Pennsylvania (EV: 20),23:44.0,Trump,Biden,2970396,2354317,616079,1653623,4580,4545,0.196259626,0.803740374,6905,9128,0.688721518,-0.000322179,0.803740374,{'Lehigh': 4580},5397262
Pennsylvania (EV: 20),28:22.1,Trump,Biden,2969504,2350664,618840,1658203,0,0,0,0,6905,9128,0.689043697,-0.310956303,,{},5392682
