"","Week","states_groups","fit"
"1",1,"NY/NJ",61.3566992829938
"2",1,"TX/FL/AZ",58.0034156594156
"3",2,"NY/NJ",60.1261973128154
"4",2,"TX/FL/AZ",57.3575973589684
"5",3,"NY/NJ",58.895695342637
"6",3,"TX/FL/AZ",56.7117790585211
"7",4,"NY/NJ",57.6651933724586
"8",4,"TX/FL/AZ",56.0659607580739
"9",5,"NY/NJ",56.4346914022802
"10",5,"TX/FL/AZ",55.4201424576266
"11",6,"NY/NJ",55.2041894321018
"12",6,"TX/FL/AZ",54.7743241571794
"13",7,"NY/NJ",53.9736874619234
"14",7,"TX/FL/AZ",54.1285058567322
"15",8,"NY/NJ",54.1790536571354
"16",8,"TX/FL/AZ",54.2494376791096
"17",9,"NY/NJ",54.3844198523474
"18",9,"TX/FL/AZ",54.370369501487
"19",10,"NY/NJ",54.5897860475594
"20",10,"TX/FL/AZ",54.4913013238644
"21",11,"NY/NJ",54.7951522427714
"22",11,"TX/FL/AZ",54.6122331462417
"23",12,"NY/NJ",55.0005184379833
"24",12,"TX/FL/AZ",54.7331649686191
"25",13,"NY/NJ",55.2058846331953
"26",13,"TX/FL/AZ",54.8540967909965
"27",14,"NY/NJ",55.4112508284073
"28",14,"TX/FL/AZ",54.9750286133739
"29",15,"NY/NJ",55.6166170236193
"30",15,"TX/FL/AZ",55.0959604357513
"31",16,"NY/NJ",55.8219832188313
"32",16,"TX/FL/AZ",55.2168922581287
"33",17,"NY/NJ",56.0273494140433
"34",17,"TX/FL/AZ",55.3378240805061
"35",18,"NY/NJ",56.2327156092553
"36",18,"TX/FL/AZ",55.4587559028835
"37",19,"NY/NJ",56.4380818044673
"38",19,"TX/FL/AZ",55.5796877252609
"39",20,"NY/NJ",56.6434479996793
"40",20,"TX/FL/AZ",55.7006195476383
"41",21,"NY/NJ",56.8488141948913
"42",21,"TX/FL/AZ",55.8215513700157
"43",22,"NY/NJ",57.0541803901033
"44",22,"TX/FL/AZ",55.9424831923931
"45",23,"NY/NJ",57.2595465853153
"46",23,"TX/FL/AZ",56.0634150147705
"47",24,"NY/NJ",57.4649127805273
"48",24,"TX/FL/AZ",56.1843468371479
"49",25,"NY/NJ",57.6702789757393
"50",25,"TX/FL/AZ",56.3052786595253
"51",26,"NY/NJ",57.8756451709512
"52",26,"TX/FL/AZ",56.4262104819027
"53",27,"NY/NJ",58.0810113661632
"54",27,"TX/FL/AZ",56.5471423042801
"55",28,"NY/NJ",58.2863775613752
"56",28,"TX/FL/AZ",56.6680741266575
"57",29,"NY/NJ",58.4917437565872
"58",29,"TX/FL/AZ",56.7890059490349
"59",30,"NY/NJ",58.6971099517992
"60",30,"TX/FL/AZ",56.9099377714123
"61",31,"NY/NJ",58.9024761470112
"62",31,"TX/FL/AZ",57.0308695937897
"63",32,"NY/NJ",59.1078423422232
"64",32,"TX/FL/AZ",57.151801416167
"65",33,"NY/NJ",59.3132085374352
"66",33,"TX/FL/AZ",57.2727332385444
