"","Week","states_groups","fit"
"1",1,"NY/NJ",29.0454591775534
"2",1,"TX/FL/AZ",34.4857989384958
"3",2,"NY/NJ",29.6199989042218
"4",2,"TX/FL/AZ",32.265665869692
"5",3,"NY/NJ",30.1945386308903
"6",3,"TX/FL/AZ",30.0455328008883
"7",4,"NY/NJ",30.0716413578472
"8",4,"TX/FL/AZ",30.069740529075
"9",5,"NY/NJ",29.9487440848041
"10",5,"TX/FL/AZ",30.0939482572617
"11",6,"NY/NJ",29.825846811761
"12",6,"TX/FL/AZ",30.1181559854484
"13",7,"NY/NJ",29.7029495387179
"14",7,"TX/FL/AZ",30.1423637136351
"15",8,"NY/NJ",29.5800522656748
"16",8,"TX/FL/AZ",30.1665714418218
"17",9,"NY/NJ",29.4571549926317
"18",9,"TX/FL/AZ",30.1907791700085
"19",10,"NY/NJ",29.3342577195886
"20",10,"TX/FL/AZ",30.2149868981952
"21",11,"NY/NJ",29.2113604465455
"22",11,"TX/FL/AZ",30.2391946263819
"23",12,"NY/NJ",29.0884631735024
"24",12,"TX/FL/AZ",30.2634023545685
"25",13,"NY/NJ",28.9655659004593
"26",13,"TX/FL/AZ",30.2876100827552
"27",14,"NY/NJ",28.8426686274163
"28",14,"TX/FL/AZ",30.3118178109419
"29",15,"NY/NJ",28.7197713543732
"30",15,"TX/FL/AZ",30.3360255391286
"31",16,"NY/NJ",28.5968740813301
"32",16,"TX/FL/AZ",30.3602332673153
"33",17,"NY/NJ",28.473976808287
"34",17,"TX/FL/AZ",30.384440995502
"35",18,"NY/NJ",28.3510795352439
"36",18,"TX/FL/AZ",30.4086487236887
"37",19,"NY/NJ",28.2281822622008
"38",19,"TX/FL/AZ",30.4328564518754
"39",20,"NY/NJ",28.1052849891577
"40",20,"TX/FL/AZ",30.4570641800621
"41",21,"NY/NJ",27.9823877161146
"42",21,"TX/FL/AZ",30.4812719082487
"43",22,"NY/NJ",27.8594904430715
"44",22,"TX/FL/AZ",30.5054796364354
"45",23,"NY/NJ",27.7365931700284
"46",23,"TX/FL/AZ",30.5296873646221
"47",24,"NY/NJ",27.6136958969853
"48",24,"TX/FL/AZ",30.5538950928088
"49",25,"NY/NJ",27.4907986239422
"50",25,"TX/FL/AZ",30.5781028209955
"51",26,"NY/NJ",27.3679013508991
"52",26,"TX/FL/AZ",30.6023105491822
"53",27,"NY/NJ",27.245004077856
"54",27,"TX/FL/AZ",30.6265182773689
"55",28,"NY/NJ",27.122106804813
"56",28,"TX/FL/AZ",30.6507260055556
"57",29,"NY/NJ",26.9992095317699
"58",29,"TX/FL/AZ",30.6749337337423
"59",30,"NY/NJ",26.8763122587268
"60",30,"TX/FL/AZ",30.6991414619289
"61",31,"NY/NJ",26.7534149856837
"62",31,"TX/FL/AZ",30.7233491901156
"63",32,"NY/NJ",26.6305177126406
"64",32,"TX/FL/AZ",30.7475569183023
"65",33,"NY/NJ",26.5076204395975
"66",33,"TX/FL/AZ",30.771764646489
"67",34,"NY/NJ",26.3847231665544
"68",34,"TX/FL/AZ",30.7959723746757
"69",35,"NY/NJ",26.2618258935113
"70",35,"TX/FL/AZ",30.8201801028624
