"","Week","states_groups","fit"
"1",1,"NY/NJ",46.3907114370977
"2",1,"TX/FL/AZ",42.628242162776
"3",2,"NY/NJ",45.764721767833
"4",2,"TX/FL/AZ",42.8668491357067
"5",3,"NY/NJ",45.1387320985683
"6",3,"TX/FL/AZ",43.1054561086374
"7",4,"NY/NJ",44.5127424293035
"8",4,"TX/FL/AZ",43.3440630815681
"9",5,"NY/NJ",43.8867527600388
"10",5,"TX/FL/AZ",43.5826700544987
"11",6,"NY/NJ",43.2607630907741
"12",6,"TX/FL/AZ",43.8212770274294
"13",7,"NY/NJ",42.6347734215093
"14",7,"TX/FL/AZ",44.0598840003601
"15",8,"NY/NJ",42.6995767865827
"16",8,"TX/FL/AZ",44.0722623269098
"17",9,"NY/NJ",42.7643801516561
"18",9,"TX/FL/AZ",44.0846406534594
"19",10,"NY/NJ",42.8291835167295
"20",10,"TX/FL/AZ",44.0970189800091
"21",11,"NY/NJ",42.8939868818029
"22",11,"TX/FL/AZ",44.1093973065587
"23",12,"NY/NJ",42.9587902468763
"24",12,"TX/FL/AZ",44.1217756331084
"25",13,"NY/NJ",43.0235936119497
"26",13,"TX/FL/AZ",44.134153959658
"27",14,"NY/NJ",43.0883969770231
"28",14,"TX/FL/AZ",44.1465322862077
"29",15,"NY/NJ",43.1532003420965
"30",15,"TX/FL/AZ",44.1589106127573
"31",16,"NY/NJ",43.2180037071698
"32",16,"TX/FL/AZ",44.171288939307
"33",17,"NY/NJ",43.2828070722432
"34",17,"TX/FL/AZ",44.1836672658566
"35",18,"NY/NJ",43.3476104373166
"36",18,"TX/FL/AZ",44.1960455924063
"37",19,"NY/NJ",43.41241380239
"38",19,"TX/FL/AZ",44.2084239189559
"39",20,"NY/NJ",43.4772171674634
"40",20,"TX/FL/AZ",44.2208022455056
"41",21,"NY/NJ",43.5420205325368
"42",21,"TX/FL/AZ",44.2331805720552
"43",22,"NY/NJ",43.6068238976102
"44",22,"TX/FL/AZ",44.2455588986049
"45",23,"NY/NJ",43.6716272626836
"46",23,"TX/FL/AZ",44.2579372251545
"47",24,"NY/NJ",43.736430627757
"48",24,"TX/FL/AZ",44.2703155517042
"49",25,"NY/NJ",43.8012339928304
"50",25,"TX/FL/AZ",44.2826938782538
"51",26,"NY/NJ",43.8660373579038
"52",26,"TX/FL/AZ",44.2950722048035
"53",27,"NY/NJ",43.9308407229772
"54",27,"TX/FL/AZ",44.3074505313531
"55",28,"NY/NJ",43.9956440880505
"56",28,"TX/FL/AZ",44.3198288579028
"57",29,"NY/NJ",44.0604474531239
"58",29,"TX/FL/AZ",44.3322071844524
"59",30,"NY/NJ",44.1252508181973
"60",30,"TX/FL/AZ",44.3445855110021
"61",31,"NY/NJ",44.1900541832707
"62",31,"TX/FL/AZ",44.3569638375517
"63",32,"NY/NJ",44.2548575483441
"64",32,"TX/FL/AZ",44.3693421641014
"65",33,"NY/NJ",44.3196609134175
"66",33,"TX/FL/AZ",44.381720490651
