"age","percent"
"3-5 days",0.560049782202863
"1 mo",1.18232731798382
"2 mos",2.17797137523335
"4 mos",3.0491599253267
"6 mos",3.67143746110765
"9 mos",5.28935905413815
"12 mos",5.78718108276291
"15 mos",5.22713130056005
"18 mos",8.08960796515246
"24 mos",10.5787181082763
"2.5 yrs",7.59178593652769
"3 yrs",13.5034225264468
"4 yrs",15.9303049159925
"5 yrs",17.3615432482887
