"","Week","states_groups","fit"
"1",1,"NY/NJ",43.665874047217
"2",1,"TX/FL/AZ",44.945602897088
"3",2,"NY/NJ",42.8276663348135
"4",2,"TX/FL/AZ",43.6197632926254
"5",3,"NY/NJ",41.98945862241
"6",3,"TX/FL/AZ",42.2939236881628
"7",4,"NY/NJ",41.1512509100065
"8",4,"TX/FL/AZ",40.9680840837002
"9",5,"NY/NJ",40.313043197603
"10",5,"TX/FL/AZ",39.6422444792376
"11",6,"NY/NJ",39.4748354851995
"12",6,"TX/FL/AZ",38.316404874775
"13",7,"NY/NJ",38.6366277727961
"14",7,"TX/FL/AZ",36.9905652703124
"15",8,"NY/NJ",38.3941124340951
"16",8,"TX/FL/AZ",37.2617192484948
"17",9,"NY/NJ",38.1515970953942
"18",9,"TX/FL/AZ",37.5328732266773
"19",10,"NY/NJ",37.9090817566933
"20",10,"TX/FL/AZ",37.8040272048598
"21",11,"NY/NJ",37.6665664179924
"22",11,"TX/FL/AZ",38.0751811830423
"23",12,"NY/NJ",37.4240510792914
"24",12,"TX/FL/AZ",38.3463351612248
"25",13,"NY/NJ",37.1815357405905
"26",13,"TX/FL/AZ",38.6174891394072
"27",14,"NY/NJ",36.9390204018896
"28",14,"TX/FL/AZ",38.8886431175897
"29",15,"NY/NJ",36.6965050631887
"30",15,"TX/FL/AZ",39.1597970957722
"31",16,"NY/NJ",36.4539897244877
"32",16,"TX/FL/AZ",39.4309510739547
"33",17,"NY/NJ",36.2114743857868
"34",17,"TX/FL/AZ",39.7021050521371
"35",18,"NY/NJ",35.9689590470859
"36",18,"TX/FL/AZ",39.9732590303196
"37",19,"NY/NJ",35.726443708385
"38",19,"TX/FL/AZ",40.2444130085021
"39",20,"NY/NJ",35.483928369684
"40",20,"TX/FL/AZ",40.5155669866846
"41",21,"NY/NJ",35.2414130309831
"42",21,"TX/FL/AZ",40.786720964867
"43",22,"NY/NJ",34.9988976922822
"44",22,"TX/FL/AZ",41.0578749430495
"45",23,"NY/NJ",34.7563823535813
"46",23,"TX/FL/AZ",41.329028921232
