"","disability","anxiety","depression","stress","fussy","fear"
"1",0,1.13482352941176,0.858085808580858,2.09296838131194,0.956356736242884,0.484863046612206
"2",1,1.61191860465116,1.48833819241983,2.53372434017595,1.20353982300885,1.01483679525223
