"","Week","states_groups","fit"
"1",1,"NY/NJ",62.1259475533894
"2",1,"TX/FL/AZ",65.7357841444969
"3",2,"NY/NJ",59.2547136304917
"4",2,"TX/FL/AZ",59.0730764382061
"5",3,"NY/NJ",56.3834797075939
"6",3,"TX/FL/AZ",52.4103687319152
"7",4,"NY/NJ",56.1629336943702
"8",4,"TX/FL/AZ",52.513903618238
"9",5,"NY/NJ",55.9423876811465
"10",5,"TX/FL/AZ",52.6174385045607
"11",6,"NY/NJ",55.7218416679228
"12",6,"TX/FL/AZ",52.7209733908835
"13",7,"NY/NJ",55.5012956546991
"14",7,"TX/FL/AZ",52.8245082772063
"15",8,"NY/NJ",55.2807496414753
"16",8,"TX/FL/AZ",52.9280431635291
"17",9,"NY/NJ",55.0602036282516
"18",9,"TX/FL/AZ",53.0315780498519
"19",10,"NY/NJ",54.8396576150279
"20",10,"TX/FL/AZ",53.1351129361747
"21",11,"NY/NJ",54.6191116018042
"22",11,"TX/FL/AZ",53.2386478224974
"23",12,"NY/NJ",54.3985655885805
"24",12,"TX/FL/AZ",53.3421827088202
"25",13,"NY/NJ",54.1780195753567
"26",13,"TX/FL/AZ",53.445717595143
"27",14,"NY/NJ",53.957473562133
"28",14,"TX/FL/AZ",53.5492524814658
"29",15,"NY/NJ",53.7369275489093
"30",15,"TX/FL/AZ",53.6527873677886
"31",16,"NY/NJ",53.5163815356856
"32",16,"TX/FL/AZ",53.7563222541114
"33",17,"NY/NJ",53.2958355224619
"34",17,"TX/FL/AZ",53.8598571404341
"35",18,"NY/NJ",53.0752895092382
"36",18,"TX/FL/AZ",53.9633920267569
"37",19,"NY/NJ",52.8547434960144
"38",19,"TX/FL/AZ",54.0669269130797
"39",20,"NY/NJ",52.6341974827907
"40",20,"TX/FL/AZ",54.1704617994025
"41",21,"NY/NJ",52.413651469567
"42",21,"TX/FL/AZ",54.2739966857253
"43",22,"NY/NJ",52.1931054563433
"44",22,"TX/FL/AZ",54.3775315720481
"45",23,"NY/NJ",51.9725594431196
"46",23,"TX/FL/AZ",54.4810664583708
"47",24,"NY/NJ",51.7520134298959
"48",24,"TX/FL/AZ",54.5846013446936
"49",25,"NY/NJ",51.5314674166721
"50",25,"TX/FL/AZ",54.6881362310164
"51",26,"NY/NJ",51.3109214034484
"52",26,"TX/FL/AZ",54.7916711173392
"53",27,"NY/NJ",51.0903753902247
"54",27,"TX/FL/AZ",54.895206003662
"55",28,"NY/NJ",50.869829377001
"56",28,"TX/FL/AZ",54.9987408899848
