"age","percent"
"3-5 days",2.12879191059074
"1 mo",1.06439595529537
"2 mos",1.91591271953167
"4 mos",2.66098988823842
"6 mos",3.72538584353379
"9 mos",5.26875997871208
"12 mos",5.32197977647685
"15 mos",5.21554018094731
"18 mos",8.08940926024481
"24 mos",10.2714209686003
"2.5 yrs",8.08940926024481
"3 yrs",14.262905800958
"4 yrs",15.859499733901
"5 yrs",16.1255987227249
