"","Week","states_groups","fit"
"1",1,"NY/NJ",33.2816289247048
"2",1,"TX/FL/AZ",32.600969488274
"3",2,"NY/NJ",32.4485526913635
"4",2,"TX/FL/AZ",32.1704725123461
"5",3,"NY/NJ",31.6154764580221
"6",3,"TX/FL/AZ",31.7399755364182
"7",4,"NY/NJ",30.7824002246807
"8",4,"TX/FL/AZ",31.3094785604903
"9",5,"NY/NJ",29.9493239913394
"10",5,"TX/FL/AZ",30.8789815845624
"11",6,"NY/NJ",29.116247757998
"12",6,"TX/FL/AZ",30.4484846086345
"13",7,"NY/NJ",28.2831715246567
"14",7,"TX/FL/AZ",30.0179876327066
"15",8,"NY/NJ",28.1297939217399
"16",8,"TX/FL/AZ",30.0652083697945
"17",9,"NY/NJ",27.976416318823
"18",9,"TX/FL/AZ",30.1124291068825
"19",10,"NY/NJ",27.8230387159062
"20",10,"TX/FL/AZ",30.1596498439704
"21",11,"NY/NJ",27.6696611129894
"22",11,"TX/FL/AZ",30.2068705810584
"23",12,"NY/NJ",27.5162835100726
"24",12,"TX/FL/AZ",30.2540913181463
"25",13,"NY/NJ",27.3629059071558
"26",13,"TX/FL/AZ",30.3013120552342
"27",14,"NY/NJ",27.209528304239
"28",14,"TX/FL/AZ",30.3485327923222
"29",15,"NY/NJ",27.0561507013222
"30",15,"TX/FL/AZ",30.3957535294101
"31",16,"NY/NJ",26.9027730984053
"32",16,"TX/FL/AZ",30.442974266498
"33",17,"NY/NJ",26.7493954954885
"34",17,"TX/FL/AZ",30.490195003586
"35",18,"NY/NJ",26.5960178925717
"36",18,"TX/FL/AZ",30.5374157406739
"37",19,"NY/NJ",26.4426402896549
"38",19,"TX/FL/AZ",30.5846364777619
"39",20,"NY/NJ",26.2892626867381
"40",20,"TX/FL/AZ",30.6318572148498
"41",21,"NY/NJ",26.1358850838213
"42",21,"TX/FL/AZ",30.6790779519377
"43",22,"NY/NJ",25.9825074809045
"44",22,"TX/FL/AZ",30.7262986890257
"45",23,"NY/NJ",25.8291298779876
"46",23,"TX/FL/AZ",30.7735194261136
"47",24,"NY/NJ",25.6757522750708
"48",24,"TX/FL/AZ",30.8207401632015
"49",25,"NY/NJ",25.522374672154
"50",25,"TX/FL/AZ",30.8679609002895
"51",26,"NY/NJ",25.3689970692372
"52",26,"TX/FL/AZ",30.9151816373774
"53",27,"NY/NJ",25.2156194663204
"54",27,"TX/FL/AZ",30.9624023744654
"55",28,"NY/NJ",25.0622418634036
"56",28,"TX/FL/AZ",31.0096231115533
"57",29,"NY/NJ",24.9088642604868
"58",29,"TX/FL/AZ",31.0568438486412
