"age","percent"
"3-5 days",0.556930693069307
"1 mo",1.11386138613861
"2 mos",2.16584158415842
"4 mos",3.15594059405941
"6 mos",3.6509900990099
"9 mos",5.25990099009901
"12 mos",5.94059405940594
"15 mos",5.1980198019802
"18 mos",8.10643564356436
"24 mos",10.7054455445545
"2.5 yrs",7.54950495049505
"3 yrs",13.4282178217822
"4 yrs",15.9034653465347
"5 yrs",17.2648514851485
