"","Week","disability","anxiety","depress","stress","fussy","fear"
"1","Post-pandemic",0,1.15836069418386,0.865229479949875,2.11582784571966,0.970330969267139,0.491152558584409
"2","Post-pandemic",1,1.62366763565891,1.48360058309038,2.53836754643206,1.2031862745098,1.02373887240356
"3","Pre-pandemic",0,0.734162365086814,0.519014084507042,1.25387870239774,0.678554669169404,0.981006647673314
"4","Pre-pandemic",1,1.33139534883721,1.23401162790698,1.94411764705882,1.03790087463557,1.20414201183432
